Occasion,Date,Trap,Species,Recapture (R/N) ,Tag no.,Age (J/SA/A),Sex (M/F),Breeding ,HF (L),E (L),AGD,HB,T,Tail % of HB,MZ (Muzzle length),Parasites (number of ectoparasites visible with naked eRe),Bag Weight (g),Weight incl. bag (g),Weight,Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Processor,Whot Baited,Other Notes,Flagged
F100-2-2011-1,26/07/2011,F100-2-46B,WH,N,O417816AE3,A,M,,27.1,17.25,11.65,,,,,62,19,70,51,Large fresh wound to back of head - glued together,,162,,,,,
F100-2-2011-1,26/07/2011,F100-2-17B,PR,R,O41781716C,A,M,,,,,,,,,,,,,,,,,,,"Small, speckled brown, paler underneath, large base of tail, tail all dark, soft fur, grey underfur, slightly spiny. EDIT by ORW: No biometrics and no record of this tag number in previous F100 spreadsheet. Have retained the RR ID but ideally need to recapture and confirm. ",
F100-2-2011-1,26/07/2011,F100-2-21B,WH,N,O4178172A1,A,F?,,28.1,16.85,8.6,,,,,28,20,65,45,Tears in left ear,,154,,,,Fur clip on left back leg - no tag,
F100-2-2011-1,26/07/2011,F100-2-34A,LTG,N,O41781778F,,,,,,,,,,,,,,,,,,,,,No fur clip,
F100-2-2011-1,26/07/2011,F100-2-24A,WH,N,O4178177F5,A,F?,,27.75,16.6,9.4,,,,,23,19,55,36,End of tail missing - old wound,,152,,,,,
F100-2-2011-1,26/07/2011,F100-2-25A,LTG,N,O4178178O9,,,,,,,,,,,,,,,,,,,,,No fur clip,
F100-2-2011-1,26/07/2011,F100-2-24B,DTT,N,O417817CF1,A,M,Testes,26.8,16.5,16.7,,,,,10,20,90,70,,,155,,,,Fur clip on middle left side (C) - no tag. Matched up with old F data.,
F100-2-2011-1,26/07/2011,F100-2-3A,RS,N,O417817F65,A,F,,39.85,24,10.5,,,,,134,20,113,93,,,163,,,,"Thick ankle bands, no collar - only slightly red under arms",
F100-2-2011-1,26/07/2011,F100-2-6B,RS,N,O4178184B3,A,M,Black patch above anus - testes?,41.15,25.6,15.1,,,,,67,19,111,92,,,156,,,,Fur clip on top of bum and back right leg (HF) - no additional fur clip given,
F100-2-2011-1,26/07/2011,F100-2-38B,RS,N,O4178184F2,,,,,,,,,,,,,,,,,,,,,Fur clip under left ear,
F100-2-2011-1,26/07/2011,F100-2-9A,RS,N,O417818CB6,A,M,Testes,40.6,26,16.9,,,,,160,20,127,107,,,159,,,,"White tip to tail, thick ankle bands and full collar",
F100-2-2011-1,26/07/2011,F100-2-36B,RS,N,O417818O53,A,M,,43.65,23.8,21,,,,,108,19,130,111,,,,,,,,
F100-2-2011-1,26/07/2011,F100-2-25B,RS,N,O417818OD4,,,,,,,,,,,,,,,End of tail missing - old wound,,,,,,Fur clip back left leg,
F100-2-2011-1,26/07/2011,F100-2-30B,SS,N,O417819837,SA?,F,,26.9,15.55,7.05,,,,,43,20,62,42,,,,,,,,
F100-2-2011-1,26/07/2011,F100-2-37A,WH,N,O417819996,,,,,,,,,,,,,,,,,,,,,Fur clip back left leg,
F100-2-2011-1,26/07/2011,F100-2-7A,LTG,N,O417819BO7,A,M,Testes,47.4,26.6,34,,,,,55,20,325,305,,,157,,,,,
F100-2-2011-1,26/07/2011,F100-2-21A,DTT,N,O417819F81,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-1,26/07/2011,F100-2-42B,WH,N,O41781A7F1,A,M,Large testes,26.9,15.6,19.4,,,,,88,20,70,50,Tears in right ear,,161,,,,,
F100-2-2011-1,26/07/2011,F100-2-22A,RS,N,O41781AB68,A,M,Black patch above anus - testes?,39.35,23.55,17.5,,,,,114,19,121,102,End of tail missing - old wound,,151,,,,"Fur clip on middle left side, reader beeping but not giving a number - tagged again",
F100-2-2011-1,26/07/2011,F100-2-28A,SS,N,O41781AO21,,,,,,,,,,,,,,,,y,,,,,Found dead in trap - ants,
F100-2-2011-1,26/07/2011,F100-2-6A,LTG,N,O41781DAOO,A,M,,45.05,24.6,30.2,,,,,14,20,274,254,,,158,,,,White blotches on underside of tail,
F100-2-2011-1,26/07/2011,F100-2-38A,LTG,N,O41781E7C5,A,F?,,45.3,23.9,16.9,,,,,30,19,224,205,,,165,,,,,
F100-2-2011-2,27/07/2011,F100-2-19B,WH,R,O417815B3O,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-9A,SS,R,O417815CCF,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-15A,SS,R,O417815EBD,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-41B,SS,R,O4178165A8,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-36B,RS,N,O41781664E,A,M,,42.1,23,24.5,,,,,120,20,132,112,,,169,,,,,
F100-2-2011-2,27/07/2011,F100-2-47B,LTG,R,O417816857,SA,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-2B,WH,N,O4178168D1,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-17B,PR,R,O41781716C,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-22B,WH,R,O4178172A1,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-24B,WH,R,O4178177F5,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-32B,RS,N,O417817O92,A,F,,35.6,22.3,12.7,,,,,101,20,132,112,,,174,,,,"Fur clip on right back leg, no tag (RS-F). White tip to tail, full thick collar, thick ankle bands",
F100-2-2011-2,27/07/2011,F100-2-18B,MR,N,O4178182A2,A,M,,38.9,17.7,29.8,,,,,65,20,195,175,End of tail missing - old wound,,,,,,"Same species as 32a. Photos. EDIT by ORW: Don't seem to have (presumablR) Leah's photos of this individual (wrote ""pic 256-258"" in book). why the short HF? possibly mistake when writing it down (it does indeed saR 28.9 in Leah's book), or measuring (metadata says some student called Oli made measurements). very heavy, so unlikely to be RR (also has lots of ticks, which RR doesn't usually, but MR usually doesn't have this many either). EDIT2 by ORW: Have changed the HF to 38.9 as it must have been a recording mistake. ",
F100-2-2011-2,27/07/2011,F100-2-5B,RS,N,O4178184B3,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-17A,WH,N,O41781854O,A,F?,,26.5,16.2,14.1,,,,,39,20,57,37,,,171,,,,"Fur clip on right back leg, no tag",
F100-2-2011-2,27/07/2011,F100-2-46A,RS,N,O417818599,A,F,,34.2,22.8,13.5,,,,,91,20,122,102,,,172,,,,,
F100-2-2011-2,27/07/2011,F100-2-45A,RS,N,O417818885,A,F,,35.8,22.6,10.6,,,,,122,20,116,96,Tear in left ear,,173,,,,"Full thick red collar, thick ankle bands",
F100-2-2011-2,27/07/2011,F100-2-32A,MR,N,O4178189FA,SA?,M,,41.7,18.35,27.7,209.3,235.85,,,18,20,207,187,,,,,,,"Dull brown upperparts, black guard hairs, paler underneath - yellow",
F100-2-2011-2,27/07/2011,F100-2-33A,LTG,N,O417818C88,A,F,,43.1,20.7,15,,,,,13,20,290,270,Half tail missing - old wound,,168,,,,,
F100-2-2011-2,27/07/2011,F100-2-9B,DTT,N,O41781917F,A,M,,23.1,13.7,22.5,,,,,24,20,91,71,,,170,,,,,
F100-2-2011-2,27/07/2011,F100-2-27A,SS,R,O417819837,SA?,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-8B,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-22A,RS,N,O41781A3OE,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-42B,LTG,R,O41781E7C5,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-30B,LTG,N,O41782O3AE,A,M,Testes,46.2,25.1,37.1,,,,,2,20,320,300,Tip of tail missing,,167,,,,,
F100-2-2011-2,27/07/2011,F100-2-45B,LTG,N,O417O863C8,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-2,27/07/2011,F100-2-24A,?,,,,,,,,,,,,,,,,,,,,,,,RELEASED,
F100-2-2011-2,27/07/2011,F100-2-34B,?,,,,,,,,,,,,,,,,,,y,,,,,OMIT,
F100-2-2011-3,28/07/2011,F100-2-39B,DTT,N,O417815846,A,F,,26.6,16.1,9.65,,,,,47,20,75,55,,,178,,,,,
F100-2-2011-3,28/07/2011,F100-2-18A,WH,R,O417815B3O,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-8B,SS,R,O417815CCF,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-25B,SS,N,O417815E44,A,M,Testes,26.95,16.7,14,,,,,48,19,70,51,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-15A,SS,R,O417815EBD,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-30A,LTG,R,O417816418,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-46A,LTG,R,O417816857,SA,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-27A,DTT,N,O417816884,A,F,Perforated,25,15.65,9.35,,,,,14,20,77,57,,,181,,,,,
F100-2-2011-3,28/07/2011,F100-2-1B,RS,N,O417816A32,A,F,,40.65,22.6,9.35,,,,,106,20,125,105,,,176,,,,"Not a full collar, thick ankle bands",
F100-2-2011-3,28/07/2011,F100-2-31A,WH,N,O417816B8A,A,F,,25.15,17.5,6.05,,,,,30,19,53,34,,,180,,,,,
F100-2-2011-3,28/07/2011,F100-2-4B,WH,N,O4178175C9,A,F,,26.15,17.6,7.4,,,,,49,19,58,39,,,175,,,,,
F100-2-2011-3,28/07/2011,F100-2-9B,DTT,N,O4178175D1,A,M,Testes,26.05,18,18.3,,,,,10,20,83,63,,,179,,,,,
F100-2-2011-3,28/07/2011,F100-2-40A,LTG,R,O41781778F,,,,,,,,,,,,,,,End of tail missing - old wound,,,,,,No visible fur clip,
F100-2-2011-3,28/07/2011,F100-2-32B,LTG,R,O4178178O9,,,,,,,,,,,,,,,End of tail missing,,,,,,No visible fur clip,
F100-2-2011-3,28/07/2011,F100-2-24A,DTT,N,O417817CF1,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-5B,RS,R,O417817F65,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-12B,WH,N,O4178181E8,A,M,,27.4,18.1,13.6,,,,,51,20,57,37,,,177,,,,,
F100-2-2011-3,28/07/2011,F100-2-16A,MR,R,O4178182A2,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-7B,RS,N,O4178184B3,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-17B,WH,N,O41781854O,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-40B,LTG,R,O417818C88,A,F,,,,,,,,,,,,,,,,,,,"Escaped at trap location before number read - could be one of 3 (04170863C8, 04178203AE or 0417818C88 - assigned 0417818C88 on basis of location)",
F100-2-2011-3,28/07/2011,F100-2-8A,RS,R,O417818CB6,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-37A,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-33A,SS,N,O4178198E6,,,,,,,,,,,,,,,,,,,,,"Changed ID to CBS from SS, based on original ID'ing in Feb (and photo). EDIT by ORW: Changed back to SS, based on CBS at Maliau - not big enough.",
F100-2-2011-3,28/07/2011,F100-2-37B,WH,N,O417819996,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-9A,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-22A,CTRS,N,O417819ED9,A,F,,48.7,14,,182.65,163.9,,30,3,19,123,104,,,,,,,Later lost its first tag - replacement injected,
F100-2-2011-3,28/07/2011,F100-2-23A,DTT,N,O417819F81,,,,,,,,,,,,,,,End of tail missing,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-36B,DTT,N,O41781A741,,,,,,,,,,,,,,,Dead,y,,,,,Got eaten by a snake when released!,
F100-2-2011-3,28/07/2011,F100-2-25A,WH,N,O41781A824,A,F?,,27.3,16.65,10.65,,,,,39,20,57,37,Half tail missing - old wound,,182,,,,Fur clip on right hind leg - no tag,
F100-2-2011-3,28/07/2011,F100-2-28A,RS,R,O41781AB68,A,M,,,,,,,,,,,,,End of tail broken off - old wound,,,,,,Reader beeping but not reading at first,
F100-2-2011-3,28/07/2011,F100-2-47B,MR,N,O41781C4F9,A,M?,,39.6,21.6,15.4,,,,,28,20,182,162,,,,,,,Photos 111-1811 to 111-1815,
F100-2-2011-3,28/07/2011,F100-2-2B,LTG,R,O41781DAOO,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-3,28/07/2011,F100-2-38B,LTG,R,O41781E7C5,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-23B,WH,R,O417815B3O,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-39B,RR,N,O417815CCE,A,F,Perforated,33.3,18.25,17.75,,,,,8,20,98,78,,,,,,,"Dull brown colour, slightly paler underneath, tail all dark, black guard hairs, medium size, soft fur",
F100-2-2011-4,29/07/2011,F100-2-9A,SS,R,O417815CCF,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-15A,SS,R,O417815EBD,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-5B,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-30A,LTG,R,O417816418,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-33A,SS,R,O4178165A8,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-25A,DTT,N,O41781661C,A,F,,25.7,16.2,9.85,,,,,34,20,69,49,,,185,,,,,
F100-2-2011-4,29/07/2011,F100-2-27B,DTT,R,O417816884,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-46A,WH,R,O417816AE3,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-41B,WH,N,O417816EB8,A,M,,28.45,17.7,15.55,,,,,43,20,65,45,,,188,,,,,
F100-2-2011-4,29/07/2011,F100-2-23A,WH,R,O4178172A1,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-20B,WH,N,O41781741F,A,F,,28.5,17.3,7.05,,,,,29,20,58,38,Nasty wound to head - glued,,184,,,,,
F100-2-2011-4,29/07/2011,F100-2-34B,LTG,R,O41781778F,,,,,,,,,,,,,,,End of tail missing - old wound,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-32A,LTG,R,O4178178O9,,,,,,,,,,,,,,,Tip of tail missing - old wound,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-21B,WH,N,O417817D6D,,,,,,,,,,,,,,,,,,,,,"No record of this tag in original F data so, although previously been caught, here treated as new individual",
F100-2-2011-4,29/07/2011,F100-2-19B,RR,N,O417817E4B,A,F,Perforated,35.7,18.6,15.85,,,,,29,20,143,123,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-2B,RS,R,O417817F65,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-16B,MR,R,O4178182A2,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-6A,RS,N,O4178184B3,A,M,,,,,,,,,,,,,,,,,,,Fur clip on bum,
F100-2-2011-4,29/07/2011,F100-2-45A,RR,N,O4178187D6,A,F,Perforated,33.25,17.95,13.95,,,,,1,20,107,87,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-9B,MR,N,O4178188DO,A,F,Perforated,39.85,20.55,18.9,,,,,29,20,200,180,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-39A,MR,R,O4178189FA,SA?,M,,,,,,,,,,,,,Tail caught in trap door - ants starting to attack!,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-11A,DTT,R,O41781917F,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-36A,WH,N,O417819319,A,F,,27.9,17.25,8.4,,,,,77,20,58,38,No tail - old wound,,186,,,,,
F100-2-2011-4,29/07/2011,F100-2-28B,SS,R,O417819837,SA?,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-40A,SS,N,O4178198E6,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-20A,HTSQ,N,O417819AA2,A,M,Testes,56.45,16.1,30.9,229.55,214.25,,,1,20,305,285,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-16A,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-18B,LTG,N,O417819D88,A,M,,49.3,23.75,33.1,,,,,24,20,340,320,,,183,,,,,
F100-2-2011-4,29/07/2011,F100-2-45B,RS,N,O41781A555,A,F,,39.1,21.65,6.8,,,,,75,20,120,100,,,187,,,,"White tip to tail, thick full collar, thick ankle bands",
F100-2-2011-4,29/07/2011,F100-2-3A,LSQ,N,O41781B4A7,A,M,Testes,33.25,11.65,25.65,147,89.35,,,21,20,103,83,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-2A,LTG,R,O41781DAOO,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-37B,CTRS,N,O41781ED6O,A,M,,48.9,14.75,,184.7,189.4,,29.5,3,20,121,101,,,,,,,,
F100-2-2011-4,29/07/2011,F100-2-36B,LTG,R,O41782O3AE,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-18A,WH,R,O417815B3O,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-15A,SS,R,O417815EBD,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-30B,LTG,R,O417816418,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-36A,RS,R,O41781664E,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-47B,LTG,R,O417816857,SA,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-21B,WH,N,O41781699E,A,F?,,25.65,16.75,9.7,,,,,20,20,61,41,,,189,,,,,
F100-2-2011-5,30/07/2011,F100-2-46A,WH,R,O417816AE3,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-20B,WH,R,O4178172A1,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-4B,WH,R,O4178175C9,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-24A,WH,R,O4178177F5,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-32A,LTG,R,O4178178O9,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-23A,DTT,N,O417817CF1,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-25A,RS,N,O417817O92,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-44B,MR,N,O4178181A2,A,M?,,40.4,19.8,22.3,,,,,19,20,200,180,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-16B,MR,R,O4178182A2,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-5B,RS,N,O4178184B3,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-9B,MR,R,O4178188DO,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-48A,LTG,R,O417818C88,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-36B,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-12B,DTT,N,O4178197D8,A,F,,24,16.4,7.5,,,,,9,20,65,45,,,190,,,,,
F100-2-2011-5,30/07/2011,F100-2-28B,SS,R,O417819837,SA?,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-33A,SS,N,O4178198E6,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-37A,WH,N,O417819996,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-9A,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-47A,CTRS,R,O417819ED9,A,F,,47.95,14.8,,179.05,172.1,,28.1,11,20,127,107,,,,,,,Fur clip on left hind leg - no tag. EDIT: lost original tag,
F100-2-2011-5,30/07/2011,F100-2-26B,DTT,N,O417819F81,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-26A,SLTRS,N,O417819O83,A,F,,39.4,9.9,,136.45,176.25,,24,6,20,93,73,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-22A,RS,N,O41781A3OE,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-25B,WH,N,O41781A824,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-48B,RS,N,O41781AO99,A,F,,40.6,24,10.5,,,,,97,20,135,115,,,191,,,,"White tip to tail, no collar only small red patch under arms, thin ankle bands",
F100-2-2011-5,30/07/2011,F100-2-46B,LTG,R,O41781E7C5,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-5,30/07/2011,F100-2-33B,LTG,R,,,,,,,,,,,,,,,,,,,,,,MISC. ERROR,
F100-2-2011-6,31/07/2011,F100-2-29A,RS,N,O417815811,A,F,,36.6,22.5,10.1,,,,,193,20,109,89,,,193,,,,"White tip to tail, thick ankle bands, no collar only small red patch under arms",
F100-2-2011-6,31/07/2011,F100-2-40B,DTT,R,O417815846,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-8B,LGTRS,N,O417815966,A,M?,,44.9,15.75,,208.7,159,,41.5,7,20,220,200,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-46A,RS,N,O417815C64,A,F,,39.1,22.6,10.6,,,,,110,20,123,103,,,194,,,,"White tip to tail, thick ankle bands, thin broken collar. Fur clip on right shoulder, no tag",
F100-2-2011-6,31/07/2011,F100-2-9A,SS,R,O417815CCF,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-15A,SS,R,O417815EBD,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-4B,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-41A,SS,R,O4178165A8,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-37A,RS,R,O41781664E,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-47A,LTG,R,O417816857,SA,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-26B,DTT,R,O417816884,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-36A,DTT,N,O417816938,A,F,,25,16.4,10.5,,,,,5,19,73,54,,,192,,,,,
F100-2-2011-6,31/07/2011,F100-2-13A,RR,N,O417816A4E,A,M,Testes,36.15,19.9,34.7,,,,,3,19,137,118,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-17B,PR,R,O41781716C,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-22A,WH,R,O4178172A1,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-4A,WH,R,O4178175C9,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-16A,DTT,R,O4178175D1,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-1B,SS,N,O41781787E,A,F,,26.3,17.05,9.7,,,,,53,20,77,57,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-32A,LTG,R,O4178178O9,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-42A,CTRS,N,O4178179AE,A,M,,49.7,13.95,,202.95,183.7,,32.7,4,20,199,179,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-3B,RR,N,O417817A6F,A,M,Testes,37.5,19.1,32.8,,,,,50,19,144,125,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-2A,RS,R,O417817F65,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-16B,MR,R,O4178182A2,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-10A,RS,N,O4178184B3,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-41B,RS,N,O4178184F2,,,,,,,,,,,,,,,,,,,,,Fur clip left shoulder,
F100-2-2011-6,31/07/2011,F100-2-9B,MR,R,O4178188DO,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-33A,MR,R,O4178189FA,SA?,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-39A,DTT,N,O417818BD4,A,M,Testes,26.5,16.55,22.25,,,,,80,19,91,72,,,196,,,,"Fur clip on left hind leg, no tag",
F100-2-2011-6,31/07/2011,F100-2-1A,RS,R,O417818CB6,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-36B,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-24B,RR,N,O4178197EC,A,F,Perforated,33.25,15.75,15.9,,,,,10,20,115,95,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-12B,RR,N,O41781999D,A,M,Testes,34.2,18.65,31.7,,,,,9,19,122,103,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-17A,HTSQ,R,O417819AA2,A,M,,,,,,,,,,,,,,,,,,,(Caught half way through day),
F100-2-2011-6,31/07/2011,F100-2-47B,WH,N,O417819B88,A,M,Large testes,27.35,18.3,18.6,,,,,51,20,75,55,Chunk of left ear missing,,195,,,,,
F100-2-2011-6,31/07/2011,F100-2-40A,SS,N,O417819E1F,A,M,Black patch above anus - testes?,25.5,16,15.3,,,,,50,20,74,54,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-21B,RS,R,O41781AB68,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-24A,RR,N,O41781AO1E,A,M,Testes,35.8,18.15,35.2,,,,,20,21,141,120,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-44B,MR,R,O41781C4F9,A,M?,,,,,,,,,,,,,,,,,,,,
