Occasion,Date,Trap ID,Species,Recapture (R/N) ,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight (g),Gross Weight,Net Weight,Parasites (number of ectoparasites visible with naked eye),Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Fur Sample ID,Faecal Sample ID (1),Faecal Sample ID (2),Processor,Who Baited,Other Notes,Flagged
OG2-N-2015-6,05/05/2015,OG2-N-40A,DTT,N,O41781COAO,A,F,"Perf, mammae visible",24.4,16.85,8.5,,,,,20,75,55,1,,,PT0152,,,,,Jess,Alex,,
OG2-N-2015-6,05/05/2015,OG2-N-40B,DTT,N,O417D15685,SA,F,Unperf,24.75,16.45,9.05,,,,,20,64,44,0,,,PT0153,,PF0067,,,Jess,Alex,,
OG2-N-2015-6,05/05/2015,OG2-N-41A,BS,N,O417D1329O,SA,F,Unperf,38.1,23,10.6,,,,,20,107,87,25,,,PT0156,PP0072,,,,Jess,Alex,,"Small brown circle on vent, compare 0417D165CC.  Pale Tail Tip."
OG2-N-2015-6,05/05/2015,OG2-N-44B,LTG,R,O417D141F5,SA,M,,,,,,,,,,,,,,,,,,,,,Alex,"Sabri's RA sheet has this as ending ""5F"" (not a number from this grid this time) but I'm fairly sure this is an error. F5 was caught in 47A on the 2/05/15",
OG2-N-2015-6,05/05/2015,OG2-N-45B,BS,R,O417D1598E,SA,F,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-N-2015-6,05/05/2015,OG2-N-46A,BS,R,O417D1615E,SA,M?,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-N-2015-7,06/05/2015,OG2-N-18A,LSQ?,,,,,,,,,,,,,,,,,,"Mangled corpse of animal, probably killed by fire ants, probably LSQ but not certain.",,,,,,Jess,Jess,"OMIT Trap 7m downhill, bag removed.",
OG2-N-2015-7,06/05/2015,OG2-N-19B,BS,R,O417D13AD5,SA,F?,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-N-2015-7,06/05/2015,OG2-N-20A,LTG,N,O417D135D1,A,F,"Perf, very fat so probably pregnant.",45.9,25.2,14.4,,,,,17,296,279,2,,,PT0160,,,T2115,Z0011,Jess,Jess,,
OG2-N-2015-7,06/05/2015,OG2-N-21B,BS,R,O417D16AOD,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-N-2015-7,06/05/2015,OG2-N-28B,LTG,R,O417D1458E,SA,M,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-N-2015-7,06/05/2015,OG2-N-30B,BS,R,O417D137O2,SA,M?,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-N-2015-7,06/05/2015,OG2-N-41B,BS,R,O417D17A85,SA,M,,,,,,,,,,,,,,,,,,,,Phil,Sabri/Mike,,
OG2-N-2015-7,06/05/2015,OG2-N-42B,BS,N,O417D15E2E,SA,M,Possible start of testes in swelling. Also note large AGD,34.55,22.45,18.4,,,,,19,110,91,60,,,PT0161,PP0075,,,,Jess,Sabri/Mike,"Thin head and ventral streaks, no pale tail tip.",
OG2-N-2015-7,06/05/2015,OG2-N-44A,BS,R,O417D157CA,SA,M,,,,,,,,,,,,,,,,,,,,Phil,Sabri/Mike,,
OG2-N-2015-7,06/05/2015,OG2-N-45B,BS,R,O417D1615E,SA,M?,,,,,,,,,,,,,,,,,,,,Phil,Sabri/Mike,,
OG2-W-2015-1,08/05/2015,OG2-W-15B,BS,N,O417D15D81,SA,M,Start of testes developing,36.8,22.55,17.55,,,,,19,105,86,30,,,PT0163,PP0077,PF0070,,,,Jess/Alex,"Random scorpion nymph in parasites again. Vent streak, no head streak, pale tail tip",
OG2-W-2015-1,08/05/2015,OG2-W-1A,WH,N,O417D1736O,A,M,Testes developed (not huge),28.15,17.25,11.8,,,,,19,65,46,48,,,PT0170,PP0084,PF0074,,,Jess,Jess/Alex,White patch mid-vent. Mix of large and small parasites (cf. BS which largely seem to have larger species),
OG2-W-2015-1,08/05/2015,OG2-W-35A,BS,N,O417D16342,SA,F,Obvious bare patch,36.8,21.5,13.7,,,,,19,125,106,21,,,PT0165,PP0079,,,,Jess,Phil/Sabri,Faint ventral and head streaks.,
OG2-W-2015-1,08/05/2015,OG2-W-35B,BS,N,O41868C46B,SA,M,No bare patch.,37.1,21.8,9.65,,,,,19,98,79,37,,,PT0164,PP0078,PF0071,,,Jess,Phil/Sabri,"Faint ventral and head streaks, pale tail tip.",
OG2-W-2015-1,08/05/2015,OG2-W-36B,BS,N,O417D14B9F,SA,M?,"No bare patch, possible beginnings of testes developing",33.6,22.5,11.1,,,,,19,98,79,24,,,PT0162,PP0076,,,,Jess,Phil/Sabri,Ventral and very faint head streak. No pale tail tip.,
OG2-W-2015-1,08/05/2015,OG2-W-37A,BS,N,O417D15O4O,SA,M?,"No bare patch, large AGD but no sign of testes",36.4,21.2,16.4,,,,,19,99,80,18,,,PT0166,PP0079,,,,Jess,Phil/Sabri,"Ventral streak, no head streak, no pale tail tip.",
OG2-W-2015-1,08/05/2015,OG2-W-38B,BS,N,O417D14328,SA,M?,"No bare patch, large AGD but no sign of testes",35.25,22.4,17.5,,,,,19,92,73,49,,,PT0167,PP0081,PF0072,T2104,Z0012,Jess,Phil/Sabri,"Ventral streak, no head streak, pale tail tip.",
OG2-W-2015-1,08/05/2015,OG2-W-48B,BS,N,O417D14136,SA,F,Obvious bare patch,35.85,23.3,11.05,,,,,19,127,108,72,,,PT0168,PP0082,PF0073,,,Jess,Phil/Sabri,Head and ventral streaks,
OG2-W-2015-1,08/05/2015,OG2-W-5B,BS,N,O417D143O6,A,F,"Perf, mammae not visible",36.4,25.15,15.5,,,,,20,181,161,60,,,PT0169,PP0083,,,,Jess,Jess/Alex,"Parasites incl large tick. Vent streak, no head streak, no pale tail tip.",
OG2-W-2015-2,09/05/2015,OG2-W-17B,BS,,,,,,,,,,,,,,,,,,,,,,,,,Jess,ESCAPED as being transferred to the ether.,
OG2-W-2015-2,09/05/2015,OG2-W-1A,WH,R,O417D1736O,A,M,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-2,09/05/2015,OG2-W-27B,BS,N,O417D17842,A,F,"Perf, no mammae visible",32.7,,9.3,,,,,19,94,75,19,,,PT0173,PP0087,PF0076,,,Phil,Sabri,"Ventral but no head streak. Clearly forgot to measure ear (But the UK has just elected a Conservative government this week, so I feel like this is a small error, relatively speaking.) ",
OG2-W-2015-2,09/05/2015,OG2-W-31B,BS,N,O417D1777O,SA,M,Beginning of testes developing.,36.8,24.2,20.85,,,,,19,98,79,40,,,PT 0172,PP0086,PF0075,,,Phil,Sabri,"Ventral but no head streak. No ankle bands, tail only with very subtle pale tip.",
OG2-W-2015-2,09/05/2015,OG2-W-48A,BS,N,O417D1294C,SA,?,"No bare patch or swelling, rather middling AGD makes sexing very unlikely.",37.9,24.4,16.7,,,,,20,117,97,40,Slight scrape to nose,,PT0171,PP0085,,,Z0013,Phil,Phil,Head stripe,
OG2-W-2015-2,09/05/2015,OG2-W-6A,WH,,,,,,,,,,,,,,,,,,"Dead in trap, apparently killed by ants",,,,,,,Alex,OMIT,
OG2-W-2015-3,10/05/2015,OG2-W-22A,WH,N,O417D1711F,SA,M?,"No bare patch, possible beginnings of testes developing",26.2,18.35,7.45,,,,,19,56,37,15,,,PT0175,,,,,,Phil,,
OG2-W-2015-3,10/05/2015,OG2-W-24A,BS,N,O417D154O4,SA,F,"Unperf, bare patch visible",34.3,23.45,11.35,,,,,20,101,81,37,,,PT0177,,,,,,Phil,,
OG2-W-2015-3,10/05/2015,OG2-W-27A,BS,N,O417D17CA3,SA,M,Start of testes developing,37,22.35,18.95,,,,,20,110,90,42,,,PT0176,,,,,,Phil,,
OG2-W-2015-3,10/05/2015,OG2-W-35A,BS,R,O417D16342,SA,F,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-3,10/05/2015,OG2-W-38B,BS,R,O417D15O4O,SA,M?,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-3,10/05/2015,OG2-W-44A,BS,R,O417D14328,SA,M?,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-4,11/05/2015,OG2-W-10B,BS,N,O417D15632,SA/A,M,Testes almost fully developed.,35.55,20.4,24.6,,,,,19,97,78,17,"Tail tip broken, amputated at break.",,PT0183,PP0092,,,,Jess,Sabri,Ventral streak,
OG2-W-2015-4,11/05/2015,OG2-W-13B,LTG,R,O41868F1C8,A,F,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-4,11/05/2015,OG2-W-17B,BS,N,O417D15CBF,SA,F,Small bare patch.,34.9,21.1,10,,,,,20,86,66,35,,,PT0179,PP0088,,,,Jess,Jess,Almost had ankle bands…,
OG2-W-2015-4,11/05/2015,OG2-W-22B,BS,N,O41869O56A,SA,M,Start of testes developing.,35.2,22.35,23.1,,,,,19,102,83,31,,,PT0181,PP0090,,,Z0015,Jess,Jess,Ventral streak.,
OG2-W-2015-4,11/05/2015,OG2-W-25B,LTG,N,O417D15EOA,A,M,Testes developed.,48,26.4,34.85,,,,,20,405,385,0,,,PT0178,,PF0076,T2191,Z0014,Jess,Jess,,
OG2-W-2015-4,11/05/2015,OG2-W-26A,BS,N,O417D14E9A,SA,F,Bare patch,35.35,22.15,10.1,,,,,19,95,76,21,,,PT0180,PP0089,PF0077,,,Jess,Jess,,
OG2-W-2015-4,11/05/2015,OG2-W-27A,BS,R,O417D17842,A,F,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-W-2015-4,11/05/2015,OG2-W-2B,BS,N,O417D12AOO,SA,F,"Unperf, bare patch visible",35.7,23.3,12.5,,,,,20,125,105,20,,,PT0182,PP0091,PF0078,,,Jess,Sabri,Ventral  streak.,
OG2-W-2015-4,11/05/2015,OG2-W-35B,BS,R,O41868C46B,SA,M,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-4,11/05/2015,OG2-W-38B,BS,R,O417D15O4O,SA,M?,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-4,11/05/2015,OG2-W-47B,BS,R,O417D14136,SA,F,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-4,11/05/2015,OG2-W-6A,BS,R,O417D143O6,A,F,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-5,12/05/2015,OG2-W-23A,DTT,N,O417D14B9A,SA,M,Start of testes developing.,26.2,17.55,19.5,,,,,20,84,64,0,,,PT0192,,PF0084,,Z0018,Jess,Phil,"Rusty orange under chin. Lots of small parasites remained in fur, perhaps they're immune to ether?!",
OG2-W-2015-5,12/05/2015,OG2-W-24A,BS,N,O417D1438D,SA,M,Start of testes developing.,35.2,22.3,18.35,,,,,20,93,73,56,,,PT0191,PP0098,PF0083,,,Jess,Phil,Ventral and head streaks.,
OG2-W-2015-5,12/05/2015,OG2-W-26A,DTT,N,O417D1771E,SA,M,Start of testes developing.,25.1,16.7,13.35,,,,,20,76,56,14,,,PT0185,,PF0080,,,Jess,Phil,Bright rusty patch under chin.,
OG2-W-2015-5,12/05/2015,OG2-W-28A,LTG,N,O417D16AAD,SA,M,"No bare patch, large AGD",46.2,27.25,28.5,,,,,20,263,243,7,,,PT0184,,PF0079,T2092,Z0016,Jess,Phil,,
OG2-W-2015-5,12/05/2015,OG2-W-2A,BS,N,O417D14O34,SA,M,,36.9,23.8,19.1,,,,,20,110,90,47,,,PT0186,PP0093,,,,Jess,Jess,Ventral streak and pale tail tip.,
OG2-W-2015-5,12/05/2015,OG2-W-35B,BS,R,O41868C46B,SA,M,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-5,12/05/2015,OG2-W-39A,BS,N,O417D12B98,SA,M,,34.25,21.5,19.35,,,,,20,84,64,40,,,PT0189,PP0096,PF0081,,Z0017,Jess,Sabri,"Narrow head and ventral streaks, pale tail tip.",
OG2-W-2015-5,12/05/2015,OG2-W-3A,BS,R,O417D12AOO,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-W-2015-5,12/05/2015,OG2-W-47B,BS,N,O417D1449F,SA,F,Unperf,34.5,23,9.6,,,,,20,107,87,29,,,PT0190,PP0097,PF082,,,Jess,Sabri,"Narrow head and ventral streaks, ",
OG2-W-2015-5,12/05/2015,OG2-W-4A,BS,N,O41868EO49,SA,M,,35.55,23,24.95,,,,,20,107,87,37,,,PT0187,PP0094,,,,Jess,Jess,Ventral streak only.,
OG2-W-2015-5,12/05/2015,OG2-W-7B,BS,N,O417D13BCD,SA,F,Bare patch.,35.05,21.7,11.1,,,,,20,104,84,40,,,PT0188,PP0095,,,,Jess,Jess,Ventral streak and pale tail tip.,
OG2-W-2015-6,13/05/2015,OG2-W-12A,BS,R,O417D143O6,A,F,,,,,,,,,,,,,,,,,,,,Jess,Phil,,
OG2-W-2015-6,13/05/2015,OG2-W-14B,LTG,R,O417D15EOA,A,M,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-6,13/05/2015,OG2-W-17A,BS,R,O417D15D81,SA,M,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-6,13/05/2015,OG2-W-19A,BS,N,O417D14EF3,SA,F,Unperf.,35.25,22.75,7.7,,,,,19,96,77,73,,,PT0194,PP0100,PF0085,,,Jess,Alex,Head and ventral streaks.,
OG2-W-2015-6,13/05/2015,OG2-W-1A,BS,N,O417D14BO6,SA,F,"Unperf, mammae visible.",34,23.1,7.25,,,,,19,122,103,45,,,PT195,PP101,,,,Jess,Phil,"Head and ventral streaks, tail with blotchy dark upperside",
OG2-W-2015-6,13/05/2015,OG2-W-22A,DTT,R,O417D1771E,SA,M,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-6,13/05/2015,OG2-W-26B,BS,R,O417D14E9A,SA,F,,,,,,,,,,,,,,,,,,,,Alex,Sabri,,
OG2-W-2015-6,13/05/2015,OG2-W-33B,BS,N,O417D12D33,SA,M,"No bare patch, large AGD",37.3,21.9,20.95,,,,,19,124,105,35,,,PT0193,PP0099,,,Z0019,Jess,Sabri,Head streak and blotchy ventral patch. Clear pale tail tip.,
OG2-W-2015-6,13/05/2015,OG2-W-34B,BS,R,O417D1777O,SA,M,,,,,,,,,,,,,,,,,,,,Alex,Sabri,,
OG2-W-2015-6,13/05/2015,OG2-W-35A,BS,R,O417D16342,SA,F,,,,,,,,,,,,,,,,,,,,Alex,Sabri,,
OG2-W-2015-6,13/05/2015,OG2-W-37A,BS,R,O417D15O4O,SA,M?,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-W-2015-6,13/05/2015,OG2-W-38B,BS,R,O417D14328,SA,M?,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-W-2015-6,13/05/2015,OG2-W-40B,BS,N,O417D13B6E,A,M,Testes developed.,37,22.7,25.5,,,,,19,109,90,102,"Mangled and broken tail for last c.2-3 cm, looked recent but possibly not last night? Amputated.",,PT0196,PP102,,,,Phil,Jess,Head and ventral streaks.,
OG2-W-2015-6,13/05/2015,OG2-W-48B,BS,R,O417D14136,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-W-2015-6,13/05/2015,OG2-W-4B,WH,R,O417D1736O,A,M,,,,,,,,,,,,,,,,,,,,Jess,Phil,,
OG2-W-2015-7,14/05/2015,OG2-W-16A,WH,N,O417D1558E,A,F,Perf.,27.9,16.1,9.1,,,,,19,65,46,17,,,PT0197,PP0103,,,,Jess,Sabri,"Left hind foot with one toe only half length, also middle toe on right HF short with no claw. Probably genetic as didn't look like a healed wound.",
OG2-W-2015-7,14/05/2015,OG2-W-1A,LTG,R,,,,,,,,,,,,,,,,,,,,,,,Jess,Jess,ESCAPED before tag could be read.,
OG2-W-2015-7,14/05/2015,OG2-W-1B,DTT,N,O417D128OD,A?,M,Testes almost fully developed.,26.1,19.1,17.7,,,,,19,91,72,4,,,PT0199,,PF0087,,,Jess,Jess,,
OG2-W-2015-7,14/05/2015,OG2-W-23A,BS,R,O417D15CBF,SA,F,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-7,14/05/2015,OG2-W-23B,DTT,R,O417D1771E,SA,M,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-W-2015-7,14/05/2015,OG2-W-24A,DTT,R,O417D14B9A,SA,M,,,,,,,,,,,,,,,,,,,,,Sabri,"Alex's sheet records this as ""-489A"" which is not an old tag, there's either -4E9A, a BS from 26A on the 11th, or 4B9A, a DTT from 23A on the 12th.  I think it's a bit more likely to be the latter, but can't obviously be 100% sure.",
OG2-W-2015-7,14/05/2015,OG2-W-26B,BS,R,O417D154O4,SA,F,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-7,14/05/2015,OG2-W-28A,BS,R,O417D17842,A,F,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-7,14/05/2015,OG2-W-2A,BS,R,O417D12AOO,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-W-2015-7,14/05/2015,OG2-W-31A,LTG,R,O417D16AAD,SA,M,,,,,,,,,,,,,,,,,,,,,Alex,,
OG2-W-2015-7,14/05/2015,OG2-W-38A,BS,R,O417D14328,SA,M?,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-W-2015-7,14/05/2015,OG2-W-38B,BS,R,O417D15O4O,SA,M?,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-W-2015-7,14/05/2015,OG2-W-39A,BS,R,O417D12B98,SA,M,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-W-2015-7,14/05/2015,OG2-W-40B,BS,R,O417D12D33,SA,M,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-W-2015-7,14/05/2015,OG2-W-42B,BS,R,O417D13B6E,A,M,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-W-2015-7,14/05/2015,OG2-W-47A,BS,R,O417D1449F,SA,F,,,,,,,,,,,,,,,,,,,,Phil,Phil,,
OG2-W-2015-7,14/05/2015,OG2-W-4A,BS,R,O41868EO49,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-W-2015-7,14/05/2015,OG2-W-4B,WH,N,O417D177DE,SA,F,Unperf,26.5,18,9.1,,,,,19,60,41,23,,,PT0198,PP0104,PF0086,,,Jess,Jess,,
OG2-W-2015-7,14/05/2015,OG2-W-9B,BS,N,O417D1556O,SA,M,Start of testes developing.,36.45,23.65,22.9,,,,,20,102,82,57,,,PT0200,PP0105,,,,Jess,Jess,Ventral streak.,
OG2-N-2016-1,25/03/2016,OG2-N-14A,LSQ,RO,O417D14ODF,A,F,,,,,,,,,,,,,,,,,,,,,Shane,,
OG2-N-2016-1,25/03/2016,OG2-N-15A,LTG,N,O41868FAO3,A,M,Comically enormous testicles,46.28,23.44,42.32,,,,,19,380,369,0,,,PT565,,,,,Phil,Shane,"Had tiny (very reduced) 5th digits on forefeet. Will have to check and see if this is the case for other LTGs. Very feisty, and bit me through the bag.",
OG2-N-2016-1,25/03/2016,OG2-N-18A,LTG,R,O417D135D1,A,F,,,,,,,,,19,303,284,,Tail mangled and broken from being caught in door.,,,,,,,,Shane,,
OG2-N-2016-1,25/03/2016,OG2-N-28A,LTG,RO,O417D141F5,A,M,,,,,,,,,19,358,339,,,,,,,,,,Phil,,
OG2-N-2016-1,25/03/2016,OG2-N-29A,WH,RO,O417D13D4C,A,F,,28.76,21.68,10.62,105.71,,,,19,73,52,25,Tail a 5cm stump (old injury),,,,,,,,Shane,"From now on doing extended measurements on all WH (incl old retraps) for Shane, including HB.",
OG2-N-2016-1,25/03/2016,OG2-N-34B,LSQ,RO,O41868E2BC,A,F,,,,,,,,,,,,,,,,,,,,,Anna,,
OG2-N-2016-1,25/03/2016,OG2-N-44A,BS,RO,O417D157CA,A,M,,,,,,,,,,,,,,,,,,,,,Anna,,
OG2-N-2016-1,25/03/2016,OG2-N-48B,BS,N,O417D13D2A,,,,,,,,,,,,,,,,,,,,,,,Anna,,
OG2-N-2016-2,26/03/2016,OG2-N-10B,BS,N,O417D1527O,SA,M,"BP, no perf",38.91,22.87,16.82,,,,,19,94,75,38,,,PT571,PP436,,,,Anna/Shane,,traqp moved 15m down hill,
OG2-N-2016-2,26/03/2016,OG2-N-14A,BS,N,O417D17414,SA,F,"BP, unperf",34.88,24.43,10.83,,,,,19,97,78,41,,,PT568,PP433,,,,,,Trap number 25A,
OG2-N-2016-2,26/03/2016,OG2-N-15A,LTG,R,O417D135D1,A,F,,,,,,,,,,,,,,,,,,,,,,,
OG2-N-2016-2,26/03/2016,OG2-N-16A,LTG,R,O41868FAO3,A,M,,,,,,,,,19,352,333,,,,,,,,,,,trap number 30B,
OG2-N-2016-2,26/03/2016,OG2-N-23B,BS,R,O417D137BA,A,M,,,,,,,,,19,94,75,,,,,,,,,Anna,,,
OG2-N-2016-2,26/03/2016,OG2-N-25A,BS,,,,,,,,,,,,,,,,,,,,,,,,,,MISC. ERROR. trap number 14A,
OG2-N-2016-2,26/03/2016,OG2-N-29A,LTG,R,,,,,,,,,,,,,,,,,,,,,,,Shane,,ESCAPED at 25,
OG2-N-2016-2,26/03/2016,OG2-N-29B,WH,R,O417D13D4C,A,F,,,,,,,,,,,,"eaten alive by ants, relseased but probable won't survive as at least one eye was eaten",,,,,,,,,,,
OG2-N-2016-2,26/03/2016,OG2-N-2B,LSQ,N,O41868C9A1,A,F,"very obvious perf, a bit swollen, big nippes, pregnant?",32.47,,,135.15,95.85,70.9211986681465,,19,119,100,O,,,,,,,,Anna,Phil,,
OG2-N-2016-2,26/03/2016,OG2-N-30A,BS,N,NewDead29,,,,,,,,,,,,,,,,"rammed face through hole in trap, spike from broken mesh pierced skull under eye and dislodged eyeball. Attempted to euthanise in trap with rock. Succeeded in dislodging it still alive but in a very bad way. Was able to successfully euthanise subsequently with rock. ",,,,,,,,,
OG2-N-2016-2,26/03/2016,OG2-N-31A,BS,R,O417D137O2,A,M?,,,,,,,,,19,90,71,,,,,,,,,Shane,,trap labled 19B,
OG2-N-2016-2,26/03/2016,OG2-N-36A,BS?,,,,,,,,,,,,,,,,,,"dead, nest of stinging red ants built over corpse. Moved 5m",,,,,,,,OMIT,
OG2-N-2016-2,26/03/2016,OG2-N-36B,BS,,,,,,,,,,,,,,,,,,,,,,,,,,"ESCAPED somewhere between his point and processing area, little Houdini!!",
OG2-N-2016-2,26/03/2016,OG2-N-40B,BS,N,O41868DFD1,SA,F,"BP, unperf",35.08,23.74,14.14,,,,,19,94,75,22,,,PT567,PP432,,,,,,,
OG2-N-2016-2,26/03/2016,OG2-N-43B,DTT,N,O41869O8F6,A,M,,25.44,18.87,21.15,,,,,19,88,69,O,,,PT566,,,T2254,,Anna,,,
OG2-N-2016-2,26/03/2016,OG2-N-45B,BS,R,O417D1598E,A,F,,,,,,,,,19,108,,,,,,,,,,,,,
OG2-N-2016-2,26/03/2016,OG2-N-7A,BS,N,O41868C14A,SA,F?,hard to tell because rat urinated,36.95,24.12,24.02,,,,,19,102,83,27,,,PT569,PP434,,T2323,,Phil,,,
OG2-N-2016-3,27/03/2016,OG2-N-15B,LTG,R,O417D135D1,A,F,,,,,,,,,19,291,272,,,,,,,,,,,,
OG2-N-2016-3,27/03/2016,OG2-N-24B,BS,N,O41868EO82,SA,M,"No BP, large AGD",32.78,19.99,22.24,,,,,,,,,,,,,,,,Anna,,"Almost out of ether, so refused to go under properly. No tissue or parasite sample taken.",
OG2-N-2016-3,27/03/2016,OG2-N-25B,LTG,N,O41868F82D,A,M,"Testes, rather shrivelled.",46.67,26.89,32.37,,,,,19,259,240,0,Covered in bare patches with sore abrasion/rashes and no fur. Mange? We got the feeling this was an old and battered individual.,,PT573,,,,,Anna,,Released at processing point and disappeared straight down a hole with amazing speed.,
OG2-N-2016-3,27/03/2016,OG2-N-29A,SS,N,O41868E432,SA,M,Beginnings of testes,26.54,19.58,32.37,,,,,19,72,53,25,,,PT572,PP437,,,,Anna,,,
OG2-N-2016-3,27/03/2016,OG2-N-29B,LTG,R,,,,,,,,,,,,,,,,,,,,,,,,,"RELEASED Lots of ants in trap, attempts to bash them out just covered the rat with them. After yesterday I just let the poor bugger go.",
OG2-N-2016-3,27/03/2016,OG2-N-33B,BS,R,O417D177A2,A,F,,,,,,,,,19,104,85,,,,,,,,,,,Escaped at Point 25,
OG2-N-2016-3,27/03/2016,OG2-N-34A,LSQ,N,O41868FECC,SA,F,,28.43,,,111.27,90.78,81.5853329738474,,19,94,75,0,,,,,,,,,,,
OG2-N-2016-3,27/03/2016,OG2-N-41B,BS,R,O417D17A85,A,M,,,,,,,,,19,99,80,,,,,,,,,,,,
OG2-N-2016-3,27/03/2016,OG2-N-44A,BS,R,O417D157CA,A,M,,,,,,,,,19,114,95,,,,,,,,,,,,
OG2-N-2016-3,27/03/2016,OG2-N-46B,BS,N,O41917FC6E,A?,M,Testes but not very large ,35.01,27.36,32,,,,,19,121,102,20,,,PT574,,,,,Shane,,,
OG2-N-2016-3,27/03/2016,OG2-N-4B,BS,N,O41868EFAS,SA,F,,33.65,20.61,22.87,,,,,19,83,64,19,,,,PP438,,,,Shane,,"Almost out of ether, so refused to go under properly. No tissue sample taken.",
OG2-N-2016-3,27/03/2016,OG2-N-8B,LTG,R,O417D16E66,A,F,,,,,,,,,,,,,,,,,,,,,,,
OG2-N-2016-4,28/03/2016,OG2-N-10A,LSQ,R,O417D14ODF,A,F,,,,,,,,,16,119,103,,,,,,,,,,Anna,,
OG2-N-2016-4,28/03/2016,OG2-N-12B,BS,R,O41868F547,A,M,,,,,,,,,16,140,124,,,,,,,,,,Anna,,
OG2-N-2016-4,28/03/2016,OG2-N-13B,RS,R,O417D1527O,SA,M,,,,,,,,,16,111,95,,,,,,,,,,Anna,very obvious collar and ankle bands,
OG2-N-2016-4,28/03/2016,OG2-N-18A,LTG,R,O417D135D1,A,F,,,,,,,,,16,296,280,,"tail skinned and broken 1/3 down, caught in trap",,,,,,,,Phil,,
OG2-N-2016-4,28/03/2016,OG2-N-18B,SLTRS,N,O41868E2A3,A,F,,37.92,,,134.48,164.49,122.315586,24.56,16,86,70,,,,,,,,,,Phil,,
OG2-N-2016-4,28/03/2016,OG2-N-25B,BS,N,O41868D678,,,,,,,,,,,16,90,74,,,,,,,,,,Phil,,
OG2-N-2016-4,28/03/2016,OG2-N-27A,LTG,R,O417D141F5,A,M,,,,,,,,,16,350,334,,,,,,,,,,Phil,lab 17A,
OG2-N-2016-4,28/03/2016,OG2-N-33B,LTG,R,O41868F82D,A,M,,,,,,,,,,,,,,,,,,,,,Shane,,
OG2-N-2016-4,28/03/2016,OG2-N-40A,BS,R,O41868DFD1,SA,F,,,,,,,,,,,,,,,,,,,,,Shane,,
OG2-N-2016-4,28/03/2016,OG2-N-44A,DTT,R,O41869O8F6,A,M,,,,,,,,,,,,,,,,,,,,,Shane,rolled,
OG2-N-2016-4,28/03/2016,OG2-N-4A,WH,N,O417D1425A,SA,F?,possible BP but hard to tell. No perf,26.56,17.43,9.91,,,,,16,75,59,11,,,PT575,PP439,,,,Shane,Anna,,
OG2-N-2016-4,28/03/2016,OG2-N-8B,LTG,R,O41868FAO3,A,M,,,,,,,,,16,343,327,,,,,,,,,,Anna,,
OG2-N-2016-5,29/03/2016,OG2-N-16A,LTG,R,O417D16E66,A,F,,,,,,,,,,,,,,,,,,,,,,,
OG2-N-2016-5,29/03/2016,OG2-N-24B,BS,R,O41868EO82,SA,M,,,,,,,,,19,97,78,,,,,,,,,,,,
OG2-N-2016-5,29/03/2016,OG2-N-27B,LTG,R,O417D141F5,A,M,,,,,,,,,,,,,,,,,,,,,,,
