Unnamed: 0,date,trap_N,block,family,census,block_trap_census,plot
14136,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14137,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14138,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14139,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14140,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14141,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14142,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14143,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14144,2011-02-23,296,LF1,Staphylinidae,P1,LF1_296_P1,LF1
14145,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14146,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14147,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14148,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14149,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14150,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14151,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14152,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14153,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14154,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14155,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14156,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14157,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14158,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14159,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14160,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14161,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14162,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14163,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14164,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14165,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14166,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14167,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14168,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14169,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14170,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14171,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14172,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14173,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14174,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14175,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14176,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14177,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14178,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14179,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14180,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14181,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14182,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14183,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14184,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14185,2011-11-07,296,LF1,Staphylinidae,P2,LF1_296_P2,LF1
14186,2012-07-29,296,LF1,Staphylinidae,P3,LF1_296_P3,LF1
14187,2012-07-29,296,LF1,Staphylinidae,P3,LF1_296_P3,LF1
14188,2012-07-29,296,LF1,Staphylinidae,P3,LF1_296_P3,LF1
14189,2012-07-29,296,LF1,Staphylinidae,P3,LF1_296_P3,LF1
14190,2012-07-24,297,LF,Curculionidae,P3,LF_297_P3,LF
14191,2012-07-29,297,LF,Hybosoridae,P3,LF_297_P3,LF
14192,2011-02-22,297,LF,Hybosoridae,P1,LF_297_P1,LF
14193,2011-02-22,297,LF,Hybosoridae,P1,LF_297_P1,LF
14194,2011-02-22,297,LF,Hybosoridae,P1,LF_297_P1,LF
14195,2011-11-08,297,LF,Cerambycidae,P2,LF_297_P2,LF
14196,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14197,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14198,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14199,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14200,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14201,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14202,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14203,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14204,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14205,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14206,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14207,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14208,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14209,2011-02-22,297,LF,Curculionidae,P1,LF_297_P1,LF
14210,2011-02-22,297,LF,Biphyllidae,P1,LF_297_P1,LF
14211,2011-02-22,297,LF,Biphyllidae,P1,LF_297_P1,LF
14212,2011-02-22,297,LF,Biphyllidae,P1,LF_297_P1,LF
14213,2011-02-22,297,LF,Biphyllidae,P1,LF_297_P1,LF
14214,2011-02-22,297,LF,Biphyllidae,P1,LF_297_P1,LF
14215,2011-02-22,297,LF,Biphyllidae,P1,LF_297_P1,LF
14216,2011-02-22,297,LF,Leiodidae,P1,LF_297_P1,LF
14217,2011-02-22,297,LF,Clambidae,P1,LF_297_P1,LF
14218,2011-02-22,297,LF,Clambidae,P1,LF_297_P1,LF
14219,2011-02-22,297,LF,Staphylinidae,P1,LF_297_P1,LF
14220,2011-02-22,297,LF,Histeridae,P1,LF_297_P1,LF
14221,2011-11-08,297,LF,Leiodidae,P2,LF_297_P2,LF
14222,2011-11-08,297,LF,Leiodidae,P2,LF_297_P2,LF
14223,2011-11-08,297,LF,Curculionidae,P2,LF_297_P2,LF
14224,2011-11-08,297,LF,Curculionidae,P2,LF_297_P2,LF
14225,2011-11-08,297,LF,Phalacridae,P2,LF_297_P2,LF
14226,2011-11-08,297,LF,Hydrophilidae,P2,LF_297_P2,LF
14227,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14228,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14229,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14230,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14231,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14232,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14233,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14234,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14235,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14236,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14237,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14238,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14239,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14240,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14241,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14242,2011-02-22,297,LF1,Staphylinidae,P1,LF1_297_P1,LF1
14243,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14244,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14245,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14246,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14247,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14248,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14249,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14250,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14251,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14252,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14253,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14254,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14255,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14256,2011-11-08,297,LF1,Staphylinidae,P2,LF1_297_P2,LF1
14257,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14258,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14259,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14260,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14261,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14262,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14263,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14264,2012-07-29,297,LF1,Staphylinidae,P3,LF1_297_P3,LF1
14265,2012-07-29,298,LF,Hybosoridae,P3,LF_298_P3,LF
14266,2012-07-29,298,LF,Hybosoridae,P3,LF_298_P3,LF
14267,2012-07-29,298,LF,Hybosoridae,P3,LF_298_P3,LF
14268,2012-07-29,298,LF,Hybosoridae,P3,LF_298_P3,LF
14269,2012-07-29,298,LF,Curculionidae,P3,LF_298_P3,LF
14270,2012-07-29,298,LF,Curculionidae,P3,LF_298_P3,LF
14271,2011-02-22,298,LF,Curculionidae,P1,LF_298_P1,LF
14272,2011-02-22,298,LF,Staphylinidae,P1,LF_298_P1,LF
14273,2011-02-22,298,LF,Biphyllidae,P1,LF_298_P1,LF
14274,2011-11-08,298,LF,Carabidae,P2,LF_298_P2,LF
14275,2011-11-08,298,LF,Carabidae,P2,LF_298_P2,LF
14276,2011-11-08,298,LF,Biphyllidae,P2,LF_298_P2,LF
14277,2011-11-08,298,LF,Biphyllidae,P2,LF_298_P2,LF
14278,2011-11-08,298,LF,Curculionidae,P2,LF_298_P2,LF
14279,2011-11-08,298,LF,Curculionidae,P2,LF_298_P2,LF
14280,2011-11-08,298,LF,Curculionidae,P2,LF_298_P2,LF
14281,2011-11-08,298,LF,Curculionidae,P2,LF_298_P2,LF
14282,2011-11-08,298,LF,Staphylinidae,P2,LF_298_P2,LF
14283,2011-11-08,298,LF,Staphylinidae,P2,LF_298_P2,LF
14284,2011-11-08,298,LF,Staphylinidae,P2,LF_298_P2,LF
14285,2011-11-08,298,LF,Staphylinidae,P2,LF_298_P2,LF
14286,2011-11-08,298,LF,Staphylinidae,P2,LF_298_P2,LF
14287,2011-11-08,298,LF,Staphylinidae,P2,LF_298_P2,LF
14288,2011-02-22,298,LF1,Staphylinidae,P1,LF1_298_P1,LF1
14289,2011-02-22,298,LF1,Staphylinidae,P1,LF1_298_P1,LF1
14290,2011-02-22,298,LF1,Staphylinidae,P1,LF1_298_P1,LF1
14291,2011-02-22,298,LF1,Staphylinidae,P1,LF1_298_P1,LF1
14292,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14293,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14294,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14295,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14296,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14297,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14298,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14299,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14300,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14301,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14302,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14303,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14304,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14305,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14306,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14307,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14308,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14309,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14310,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14311,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14312,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14313,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14314,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14315,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14316,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14317,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14318,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14319,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14320,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14321,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14322,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14323,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14324,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14325,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14326,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14327,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14328,2011-11-08,298,LF1,Staphylinidae,P2,LF1_298_P2,LF1
14329,2012-07-29,298,LF1,Staphylinidae,P3,LF1_298_P3,LF1
14330,2012-07-29,298,LF1,Staphylinidae,P3,LF1_298_P3,LF1
14331,2012-07-29,298,LF1,Staphylinidae,P3,LF1_298_P3,LF1
14332,2012-07-29,298,LF1,Staphylinidae,P3,LF1_298_P3,LF1
14333,2012-07-29,298,LF1,Staphylinidae,P3,LF1_298_P3,LF1
14334,2012-07-29,298,LF1,Staphylinidae,P3,LF1_298_P3,LF1
14335,2012-07-29,298,LF1,Staphylinidae,P3,LF1_298_P3,LF1
14336,2012-07-29,299,LF,Scarabaeidae,P3,LF_299_P3,LF
14337,2012-07-29,299,LF,Curculionidae,P3,LF_299_P3,LF
14338,2012-07-29,299,LF,Staphylinidae,P3,LF_299_P3,LF
14350,2011-11-07,299,LF,Scarabaeidae,P2,LF_299_P2,LF
14351,2011-11-07,299,LF,Scarabaeidae,P2,LF_299_P2,LF
14352,2011-11-07,299,LF,Scarabaeidae,P2,LF_299_P2,LF
14353,2011-11-07,299,LF,Scarabaeidae,P2,LF_299_P2,LF
14354,2011-11-07,299,LF,Scarabaeidae,P2,LF_299_P2,LF
14355,2011-11-07,299,LF,Carabidae,P2,LF_299_P2,LF
14356,2011-11-07,299,LF,Biphyllidae,P2,LF_299_P2,LF
14357,2011-11-07,299,LF,Leiodidae,P2,LF_299_P2,LF
14358,2011-11-07,299,LF,Leiodidae,P2,LF_299_P2,LF
14359,2011-11-07,299,LF,Leiodidae,P2,LF_299_P2,LF
14360,2011-11-07,299,LF,Leiodidae,P2,LF_299_P2,LF
14361,2011-11-07,299,LF,Leptodiridae,P2,LF_299_P2,LF
14362,2011-11-07,299,LF,Staphylinidae,P2,LF_299_P2,LF
14363,2011-11-07,299,LF,Staphylinidae,P2,LF_299_P2,LF
14364,2011-11-07,299,LF,Staphylinidae,P2,LF_299_P2,LF
14365,2011-11-07,299,LF,Staphylinidae,P2,LF_299_P2,LF
14366,2011-11-07,299,LF,Staphylinidae,P2,LF_299_P2,LF
14367,2011-11-07,299,LF,Staphylinidae,P2,LF_299_P2,LF
14368,2011-02-22,299,LF,Chrysomelidae,P1,LF_299_P1,LF
14369,2011-02-27,299,LF,Scarabaeidae,P1,LF_299_P1,LF
14370,2011-02-27,299,LF,Scarabaeidae,P1,LF_299_P1,LF
14371,2011-02-27,299,LF,Tenebrionidae,P1,LF_299_P1,LF
14372,2011-02-27,299,LF,Hydrophilidae,P1,LF_299_P1,LF
14373,2011-02-27,299,LF,Hydrophilidae,P1,LF_299_P1,LF
14374,2011-02-27,299,LF,Hydrophilidae,P1,LF_299_P1,LF
14375,2011-02-27,299,LF,Carabidae,P1,LF_299_P1,LF
14376,2011-02-27,299,LF,Carabidae,P1,LF_299_P1,LF
14377,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14378,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14379,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14380,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14381,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14382,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14383,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14384,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14385,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14386,2011-02-27,299,LF,Curculionidae,P1,LF_299_P1,LF
14387,2011-02-27,299,LF,Biphyllidae,P1,LF_299_P1,LF
14388,2011-02-27,299,LF,Biphyllidae,P1,LF_299_P1,LF
14389,2011-02-27,299,LF,Biphyllidae,P1,LF_299_P1,LF
14390,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14391,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14392,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14393,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14394,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14395,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14396,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14397,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14398,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14399,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14400,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14401,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14402,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14403,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14404,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14405,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14406,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14407,2011-02-27,299,LF,Staphylinidae,P1,LF_299_P1,LF
14408,2011-02-27,299,LF,Clambidae,P1,LF_299_P1,LF
14409,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14410,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14411,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14412,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14413,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14414,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14415,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14416,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14417,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14418,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14419,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14420,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14421,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14422,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14423,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14424,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14425,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14426,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14427,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14428,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14429,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14430,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14431,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14432,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14433,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14434,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14435,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14436,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14437,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14438,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14439,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14440,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14441,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14442,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14443,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14444,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14445,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14446,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14447,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14448,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14449,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14450,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14451,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14452,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14453,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14454,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14455,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14456,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14457,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14458,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14459,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14460,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14461,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14462,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14463,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14464,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14465,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14466,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14467,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14468,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14469,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14470,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14471,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14472,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14473,2011-02-22,299,LF1,Staphylinidae,P1,LF1_299_P1,LF1
14474,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14475,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14476,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14477,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14478,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14479,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14480,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14481,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14482,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14483,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14484,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14485,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14486,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14487,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14488,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14489,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14490,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14491,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14492,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14493,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14494,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14495,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14496,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14497,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14498,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14499,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14500,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14501,2011-11-07,299,LF1,Staphylinidae,P2,LF1_299_P2,LF1
14502,2012-07-29,300,LF,Curculionidae,P3,LF_300_P3,LF
14503,2012-07-29,300,LF,Curculionidae,P3,LF_300_P3,LF
14504,2012-07-29,300,LF,Curculionidae,P3,LF_300_P3,LF
14505,2012-07-29,300,LF,Curculionidae,P3,LF_300_P3,LF
14506,2012-07-29,300,LF,Curculionidae,P3,LF_300_P3,LF
