"","date","trap_N","block","family"
"14966","07/11/11",304,"LF","Curculionidae"
"14967","07/11/11",304,"LF","Curculionidae"
"14968","07/11/11",304,"LF","Curculionidae"
"14969","07/11/11",304,"LF","Curculionidae"
"14970","07/11/11",304,"LF","Curculionidae"
"14971","07/11/11",304,"LF","Curculionidae"
"14972","07/11/11",304,"LF","Staphylinidae"
"14973","07/11/11",304,"LF","Staphylinidae"
"14974","07/11/11",304,"LF","Staphylinidae"
"14975","07/11/11",304,"LF","Leiodidae"
"14976","07/11/11",304,"LF","Chrysomelidae"
"14977","07/11/11",304,"LF1","Staphylinidae"
"14978","07/11/11",304,"LF1","Staphylinidae"
"14979","07/11/11",304,"LF1","Staphylinidae"
"14980","07/11/11",304,"LF1","Staphylinidae"
"14981","07/11/11",304,"LF1","Staphylinidae"
"14982","07/11/11",304,"LF1","Staphylinidae"
"14983","07/11/11",304,"LF1","Staphylinidae"
"14984","07/11/11",304,"LF1","Staphylinidae"
"14985","07/11/11",304,"LF1","Staphylinidae"
"14986","07/11/11",304,"LF1","Staphylinidae"
"14987","07/11/11",304,"LF1","Staphylinidae"
"14988","07/11/11",304,"LF1","Staphylinidae"
"14989","07/11/11",304,"LF1","Staphylinidae"
"14990","07/11/11",304,"LF1","Staphylinidae"
"14991","07/11/11",304,"LF1","Staphylinidae"
"14992","07/11/11",304,"LF1","Staphylinidae"
"14993","29/07/12",304,"LF1","Staphylinidae"
"14994","29/07/12",304,"LF1","Staphylinidae"
"14995","29/07/12",304,"LF1","Staphylinidae"
"14996","29/07/12",304,"LF1","Staphylinidae"
"14997","29/07/12",304,"LF1","Staphylinidae"
"14998","29/07/12",304,"LF1","Staphylinidae"
"14999","29/07/12",304,"LF1","Staphylinidae"
"15000","29/07/12",304,"LF1","Staphylinidae"
"15001","29/07/12",304,"LF1","Staphylinidae"
"15002","29/07/12",304,"LF1","Staphylinidae"
"15003","29/07/12",304,"LF1","Staphylinidae"
"15004","29/07/12",304,"LF1","Staphylinidae"
"15005","29/07/12",304,"LF1","Staphylinidae"
"15006","29/07/12",304,"LF1","Staphylinidae"
"15007","29/07/12",304,"LF1","Staphylinidae"
"15008","29/07/12",304,"LF1","Staphylinidae"
"15009","29/07/12",304,"LF1","Staphylinidae"
"15010","29/07/12",304,"LF1","Staphylinidae"
"15011","29/07/12",304,"LF1","Staphylinidae"
"15012","29/07/12",304,"LF1","Staphylinidae"
"15013","29/07/12",304,"LF1","Staphylinidae"
"15014","29/07/12",304,"LF1","Staphylinidae"
"15015","29/07/12",304,"LF1","Staphylinidae"
"15016","29/07/12",304,"LF1","Staphylinidae"
"15017","29/07/12",304,"LF1","Staphylinidae"
"15018","29/07/12",304,"LF1","Staphylinidae"
"15019","29/07/12",304,"LF1","Staphylinidae"
"15020","29/07/12",304,"LF1","Staphylinidae"
"15021","29/07/12",304,"LF1","Staphylinidae"
"15022","29/07/12",304,"LF1","Staphylinidae"
"15023","29/07/12",304,"LF1","Staphylinidae"
"15024","29/07/12",304,"LF1","Staphylinidae"
"15025","29/07/12",304,"LF1","Staphylinidae"
"15026","29/07/12",304,"LF1","Staphylinidae"
"15027","29/07/12",304,"LF1","Staphylinidae"
"15028","29/07/12",304,"LF1","Staphylinidae"
"15029","29/07/12",304,"LF1","Staphylinidae"
"15030","29/07/12",304,"LF1","Staphylinidae"
"15031","29/07/12",304,"LF1","Staphylinidae"
"15032","29/07/12",304,"LF1","Staphylinidae"
"15033","29/07/12",304,"LF1","Staphylinidae"
"15034","29/07/12",304,"LF1","Staphylinidae"
"15035","29/07/12",304,"LF1","Staphylinidae"
"15036","29/07/12",304,"LF1","Staphylinidae"
"15037","29/07/12",304,"LF1","Staphylinidae"
"15038","29/07/12",304,"LF1","Staphylinidae"
"15039","29/07/12",304,"LF1","Staphylinidae"
"15040","29/07/12",304,"LF1","Staphylinidae"
"15041","29/07/12",304,"LF1","Staphylinidae"
"15042","29/07/12",304,"LF1","Staphylinidae"
"15043","29/07/12",304,"LF1","Staphylinidae"
"15044","29/07/12",304,"LF1","Staphylinidae"
"15045","29/07/12",304,"LF1","Staphylinidae"
"15046","29/07/12",304,"LF1","Staphylinidae"
"15047","29/07/12",304,"LF1","Staphylinidae"
"15048","29/07/12",304,"LF1","Staphylinidae"
"15049","29/07/12",304,"LF1","Staphylinidae"
"15050","29/07/12",304,"LF1","Staphylinidae"
"15051","29/07/12",304,"LF1","Staphylinidae"
"15052","29/07/12",304,"LF1","Staphylinidae"
"15053","29/07/12",304,"LF1","Staphylinidae"
"15054","29/07/12",304,"LF1","Staphylinidae"
"15055","29/07/12",304,"LF1","Staphylinidae"
"15056","23/02/11",305,"LF","Chrysomelidae"
"15057","07/11/11",305,"LF","Biphyllidae"
"15058","07/11/11",305,"LF","Biphyllidae"
"15059","07/11/11",305,"LF","Carabidae"
"15060","07/11/11",305,"LF","Staphylinidae"
"15061","07/11/11",305,"LF","Curculionidae"
"15062","07/11/11",305,"LF","Staphylinidae"
"15063","07/11/11",305,"LF","Clambidae"
"15064","07/11/11",305,"LF","Byrrhidae"
"15065","23/02/11",305,"LF","Biphyllidae"
"15066","23/02/11",305,"LF1","Staphylinidae"
"15067","23/02/11",305,"LF1","Staphylinidae"
"15068","23/02/11",305,"LF1","Staphylinidae"
"15069","23/02/11",305,"LF1","Staphylinidae"
"15070","23/02/11",305,"LF1","Staphylinidae"
"15071","23/02/11",305,"LF1","Staphylinidae"
"15072","07/11/11",305,"LF1","Staphylinidae"
"15073","07/11/11",305,"LF1","Staphylinidae"
"15074","07/11/11",305,"LF1","Staphylinidae"
"15075","07/11/11",305,"LF1","Staphylinidae"
"15076","07/11/11",305,"LF1","Staphylinidae"
"15077","07/11/11",305,"LF1","Staphylinidae"
"15078","07/11/11",305,"LF1","Staphylinidae"
"15079","07/11/11",305,"LF1","Staphylinidae"
"15080","07/11/11",305,"LF1","Staphylinidae"
"15081","07/11/11",305,"LF1","Staphylinidae"
"15082","07/11/11",305,"LF1","Staphylinidae"
"15083","07/11/11",305,"LF1","Staphylinidae"
"15084","07/11/11",305,"LF1","Staphylinidae"
"15085","07/11/11",305,"LF1","Staphylinidae"
"15086","07/11/11",305,"LF1","Staphylinidae"
"15087","07/11/11",305,"LF1","Staphylinidae"
"15088","07/11/11",305,"LF1","Staphylinidae"
"15089","07/11/11",305,"LF1","Staphylinidae"
"15090","07/11/11",305,"LF1","Staphylinidae"
"15091","07/11/11",305,"LF1","Staphylinidae"
"15092","07/11/11",305,"LF1","Staphylinidae"
"15093","07/11/11",305,"LF1","Staphylinidae"
"15094","07/11/11",305,"LF1","Staphylinidae"
"15095","07/11/11",305,"LF1","Staphylinidae"
"15096","07/11/11",305,"LF1","Staphylinidae"
"15097","07/11/11",305,"LF1","Staphylinidae"
"15098","07/11/11",305,"LF1","Staphylinidae"
"15099","07/11/11",305,"LF1","Staphylinidae"
"15100","07/11/11",305,"LF1","Staphylinidae"
"15101","07/11/11",305,"LF1","Staphylinidae"
"15102","29/07/12",305,"LF1","Staphylinidae"
"15103","29/07/12",305,"LF1","Staphylinidae"
"15104","29/07/12",305,"LF1","Staphylinidae"
"15105","29/07/12",305,"LF1","Staphylinidae"
"15106","29/07/12",305,"LF1","Staphylinidae"
"15107","29/07/12",305,"LF1","Staphylinidae"
"15108","29/07/12",305,"LF1","Staphylinidae"
"15109","29/07/12",305,"LF1","Staphylinidae"
"15110","29/07/12",305,"LF1","Staphylinidae"
"15111","29/07/12",306,"LF","Scarabaeidae"
"15112","29/07/12",306,"LF","Curculionidae"
"15113","29/07/12",306,"LF","Curculionidae"
"15114","29/07/12",306,"LF","Curculionidae"
"15115","08/11/11",306,"LF","Scarabaeidae"
"15116","08/11/11",306,"LF","Biphyllidae"
"15117","08/11/11",306,"LF","Curculionidae"
"15118","22/02/11",306,"LF","Curculionidae"
"15119","22/02/11",306,"LF","Curculionidae"
"15120","22/02/11",306,"LF","Curculionidae"
"15121","22/02/11",306,"LF","Curculionidae"
"15122","22/02/11",306,"LF","Curculionidae"
"15123","22/02/11",306,"LF","Curculionidae"
"15124","22/02/11",306,"LF","Curculionidae"
"15125","22/02/11",306,"LF","Curculionidae"
"15126","22/02/11",306,"LF","Curculionidae"
"15127","22/02/11",306,"LF","Curculionidae"
"15128","22/02/11",306,"LF","Curculionidae"
"15129","22/02/11",306,"LF","Curculionidae"
"15130","22/02/11",306,"LF","Curculionidae"
"15131","22/02/11",306,"LF","Curculionidae"
"15132","22/02/11",306,"LF","Curculionidae"
"15133","22/02/11",306,"LF","Curculionidae"
"15134","22/02/11",306,"LF","Curculionidae"
"15135","22/02/11",306,"LF","Curculionidae"
"15136","22/02/11",306,"LF","Curculionidae"
"15137","22/02/11",306,"LF","Curculionidae"
"15138","22/02/11",306,"LF","Curculionidae"
"15139","22/02/11",306,"LF","Curculionidae"
"15140","22/02/11",306,"LF","Biphyllidae"
"15141","22/02/11",306,"LF","Biphyllidae"
"15142","22/02/11",306,"LF","Biphyllidae"
"15143","22/02/11",306,"LF","Biphyllidae"
"15144","22/02/11",306,"LF","Biphyllidae"
"15145","22/02/11",306,"LF","Biphyllidae"
"15146","22/02/11",306,"LF","Staphylinidae"
"15147","22/02/11",306,"LF","Staphylinidae"
"15148","22/02/11",306,"LF","Staphylinidae"
"15149","22/02/11",306,"LF","Staphylinidae"
"15150","22/02/11",306,"LF","Staphylinidae"
"15151","22/02/11",306,"LF","Histeridae"
"15152","22/02/11",306,"LF1","Staphylinidae"
"15153","22/02/11",306,"LF1","Staphylinidae"
"15154","22/02/11",306,"LF1","Staphylinidae"
"15155","22/02/11",306,"LF1","Staphylinidae"
"15156","22/02/11",306,"LF1","Staphylinidae"
"15157","22/02/11",306,"LF1","Staphylinidae"
"15158","22/02/11",306,"LF1","Staphylinidae"
"15159","22/02/11",306,"LF1","Staphylinidae"
"15160","22/02/11",306,"LF1","Staphylinidae"
"15161","22/02/11",306,"LF1","Staphylinidae"
"15162","22/02/11",306,"LF1","Staphylinidae"
"15163","22/02/11",306,"LF1","Staphylinidae"
"15164","22/02/11",306,"LF1","Staphylinidae"
"15165","22/02/11",306,"LF1","Staphylinidae"
"15166","22/02/11",306,"LF1","Staphylinidae"
"15167","22/02/11",306,"LF1","Staphylinidae"
"15168","22/02/11",306,"LF1","Staphylinidae"
"15169","22/02/11",306,"LF1","Staphylinidae"
"15170","08/11/11",306,"LF1","Staphylinidae"
"15171","08/11/11",306,"LF1","Staphylinidae"
"15172","08/11/11",306,"LF1","Staphylinidae"
"15173","08/11/11",306,"LF1","Staphylinidae"
"15174","08/11/11",306,"LF1","Staphylinidae"
"15175","08/11/11",306,"LF1","Staphylinidae"
"15176","08/11/11",306,"LF1","Staphylinidae"
"15177","08/11/11",306,"LF1","Staphylinidae"
"15178","08/11/11",306,"LF1","Staphylinidae"
"15179","08/11/11",306,"LF1","Staphylinidae"
"15180","08/11/11",306,"LF1","Staphylinidae"
"15181","08/11/11",306,"LF1","Staphylinidae"
"15182","08/11/11",306,"LF1","Staphylinidae"
"15183","08/11/11",306,"LF1","Staphylinidae"
"15184","08/11/11",306,"LF1","Staphylinidae"
"15185","08/11/11",306,"LF1","Staphylinidae"
"15186","08/11/11",306,"LF1","Staphylinidae"
"15187","08/11/11",306,"LF1","Staphylinidae"
"15188","29/07/12",307,"LF","Curculionidae"
"15189","22/02/11",307,"LF","Curculionidae"
"15190","22/02/11",307,"LF","Curculionidae"
"15191","22/02/11",307,"LF","Curculionidae"
"15192","22/02/11",307,"LF","Curculionidae"
"15193","22/02/11",307,"LF","Curculionidae"
"15194","22/02/11",307,"LF","Curculionidae"
"15195","22/02/11",307,"LF","Curculionidae"
"15196","22/02/11",307,"LF","Curculionidae"
"15197","22/02/11",307,"LF","Curculionidae"
"15198","22/02/11",307,"LF","Curculionidae"
"15199","22/02/11",307,"LF","Curculionidae"
"15200","22/02/11",307,"LF","Curculionidae"
"15201","22/02/11",307,"LF","Curculionidae"
"15202","22/02/11",307,"LF","Curculionidae"
"15203","22/02/11",307,"LF","Curculionidae"
"15204","22/02/11",307,"LF","Curculionidae"
"15205","22/02/11",307,"LF","Curculionidae"
"15206","22/02/11",307,"LF","Curculionidae"
"15207","22/02/11",307,"LF","Biphyllidae"
"15208","22/02/11",307,"LF","Staphylinidae"
"15209","22/02/11",307,"LF","Staphylinidae"
"15210","08/11/11",307,"LF","Scarabaeidae"
"15211","08/11/11",307,"LF","Scarabaeidae"
"15212","08/11/11",307,"LF","Staphylinidae"
"15213","08/11/11",307,"LF","Leiodidae"
"15214","22/02/11",307,"LF1","Staphylinidae"
"15215","22/02/11",307,"LF1","Staphylinidae"
"15216","22/02/11",307,"LF1","Staphylinidae"
"15217","22/02/11",307,"LF1","Staphylinidae"
"15218","22/02/11",307,"LF1","Staphylinidae"
"15219","22/02/11",307,"LF1","Staphylinidae"
"15220","22/02/11",307,"LF1","Staphylinidae"
"15221","22/02/11",307,"LF1","Staphylinidae"
"15222","22/02/11",307,"LF1","Staphylinidae"
"15223","22/02/11",307,"LF1","Staphylinidae"
"15224","22/02/11",307,"LF1","Staphylinidae"
"15225","08/11/11",307,"LF1","Staphylinidae"
"15226","08/11/11",307,"LF1","Staphylinidae"
"15227","08/11/11",307,"LF1","Staphylinidae"
"15228","08/11/11",307,"LF1","Staphylinidae"
"15229","08/11/11",307,"LF1","Staphylinidae"
"15230","08/11/11",307,"LF1","Staphylinidae"
"15231","08/11/11",307,"LF1","Staphylinidae"
"15232","08/11/11",307,"LF1","Staphylinidae"
"15233","08/11/11",307,"LF1","Staphylinidae"
"15234","08/11/11",307,"LF1","Staphylinidae"
"15235","08/11/11",307,"LF1","Staphylinidae"
"15236","08/11/11",307,"LF1","Staphylinidae"
"15237","08/11/11",307,"LF1","Staphylinidae"
"15238","08/11/11",307,"LF1","Staphylinidae"
"15239","08/11/11",307,"LF1","Staphylinidae"
"15240","08/11/11",307,"LF1","Staphylinidae"
"15241","08/11/11",307,"LF1","Staphylinidae"
"15242","08/11/11",307,"LF1","Staphylinidae"
"15243","08/11/11",307,"LF1","Staphylinidae"
"15244","08/11/11",307,"LF1","Staphylinidae"
"15245","08/11/11",307,"LF1","Staphylinidae"
"15246","08/11/11",307,"LF1","Staphylinidae"
"15247","08/11/11",307,"LF1","Staphylinidae"
"15248","08/11/11",307,"LF1","Staphylinidae"
"15249","08/11/11",307,"LF1","Staphylinidae"
"15250","08/11/11",307,"LF1","Staphylinidae"
"15251","08/11/11",307,"LF1","Staphylinidae"
"15252","08/11/11",307,"LF1","Staphylinidae"
"15253","08/11/11",307,"LF1","Staphylinidae"
"15254","08/11/11",307,"LF1","Staphylinidae"
"15255","08/11/11",307,"LF1","Staphylinidae"
"15256","08/11/11",307,"LF1","Staphylinidae"
"15257","08/11/11",307,"LF1","Staphylinidae"
"15258","29/07/12",307,"LF1","Staphylinidae"
"15259","29/07/12",307,"LF1","Staphylinidae"
"15260","29/07/12",307,"LF1","Staphylinidae"
"15261","29/07/12",307,"LF1","Staphylinidae"
"15262","29/07/12",308,"LF","Carabidae"
"15263","29/07/12",308,"LF","Carabidae"
"15264","29/07/12",308,"LF","Chrysomelidae"
"15265","29/07/12",308,"LF","Biphyllidae"
"15266","29/07/12",308,"LF","Staphylinidae"
"15267","29/07/12",308,"LF","Staphylinidae"
"15268","29/07/12",308,"LF","Scarabaeidae"
"15269","21/03/13",308,"LF","Elateridae"
"15270","22/02/11",308,"LF","Eucnemidae"
"15271","22/02/11",308,"LF","Lampyridae"
"15272","22/02/11",308,"LF","Staphylinidae"
"15273","22/02/11",308,"LF","Curculionidae"
"15274","22/02/11",308,"LF","Carabidae"
"15275","22/02/11",308,"LF","Carabidae"
"15276","22/02/11",308,"LF","Curculionidae"
"15277","22/02/11",308,"LF","Curculionidae"
"15278","22/02/11",308,"LF","Curculionidae"
"15279","22/02/11",308,"LF","Hydrophilidae"
"15280","22/02/11",308,"LF","Nitidulidae"
"15281","22/02/11",308,"LF","Staphylinidae"
"15282","22/02/11",308,"LF","Clambidae"
"15283","22/02/11",308,"LF","Trogidae"
"15284","07/11/11",308,"LF","Scarabaeidae"
"15285","07/11/11",308,"LF","Scarabaeidae"
"15286","07/11/11",308,"LF","Staphylinidae"
"15287","07/11/11",308,"LF","Anthicidae"
"15288","07/11/11",308,"LF","Zopheridae"
"15289","07/11/11",308,"LF","Dytiscidae"
"15290","07/11/11",308,"LF","Curculionidae"
"15291","07/11/11",308,"LF","Curculionidae"
"15292","07/11/11",308,"LF","Curculionidae"
"15293","07/11/11",308,"LF","Biphyllidae"
"15294","07/11/11",308,"LF","Biphyllidae"
"15295","07/11/11",308,"LF","Chrysomelidae"
"15296","07/11/11",308,"LF","Silvanidae"
"15297","22/02/11",308,"LF1","Staphylinidae"
"15298","22/02/11",308,"LF1","Staphylinidae"
"15299","22/02/11",308,"LF1","Staphylinidae"
"15300","22/02/11",308,"LF1","Staphylinidae"
"15301","22/02/11",308,"LF1","Staphylinidae"
"15302","22/02/11",308,"LF1","Staphylinidae"
"15303","22/02/11",308,"LF1","Staphylinidae"
"15304","22/02/11",308,"LF1","Staphylinidae"
"15305","22/02/11",308,"LF1","Staphylinidae"
"15306","22/02/11",308,"LF1","Staphylinidae"
"15307","07/11/11",308,"LF1","Staphylinidae"
"15308","07/11/11",308,"LF1","Staphylinidae"
"15309","07/11/11",308,"LF1","Staphylinidae"
"15310","07/11/11",308,"LF1","Staphylinidae"
"15311","07/11/11",308,"LF1","Staphylinidae"
"15312","07/11/11",308,"LF1","Staphylinidae"
"15313","07/11/11",308,"LF1","Staphylinidae"
"15314","07/11/11",308,"LF1","Staphylinidae"
"15315","07/11/11",308,"LF1","Staphylinidae"
"15316","07/11/11",308,"LF1","Staphylinidae"
"15317","07/11/11",308,"LF1","Staphylinidae"
"15318","07/11/11",308,"LF1","Staphylinidae"
"15319","07/11/11",308,"LF1","Staphylinidae"
"15320","07/11/11",308,"LF1","Staphylinidae"
"15321","07/11/11",308,"LF1","Staphylinidae"
"15322","07/11/11",308,"LF1","Staphylinidae"
"15323","07/11/11",308,"LF1","Staphylinidae"
"15324","07/11/11",308,"LF1","Staphylinidae"
"15325","07/11/11",308,"LF1","Staphylinidae"
"15326","07/11/11",308,"LF1","Staphylinidae"
"15327","07/11/11",308,"LF1","Staphylinidae"
"15328","07/11/11",308,"LF1","Staphylinidae"
"15329","07/11/11",308,"LF1","Staphylinidae"
"15330","07/11/11",308,"LF1","Staphylinidae"
"15331","07/11/11",308,"LF1","Staphylinidae"
"15332","07/11/11",308,"LF1","Staphylinidae"
"15333","07/11/11",308,"LF1","Staphylinidae"
"15334","07/11/11",308,"LF1","Staphylinidae"
"15335","07/11/11",308,"LF1","Staphylinidae"
"15336","07/11/11",308,"LF1","Staphylinidae"
"15337","29/07/12",308,"LF1","Staphylinidae"
"15338","29/07/12",308,"LF1","Staphylinidae"
"15339","29/07/12",308,"LF1","Staphylinidae"
"15340","29/07/12",308,"LF1","Staphylinidae"
"15341","29/07/12",308,"LF1","Staphylinidae"
"15342","29/07/12",308,"LF1","Staphylinidae"
"15343","23/02/11",309,"LF","Staphylinidae"
"15344","23/02/11",309,"LF","Staphylinidae"
"15345","23/02/11",309,"LF","Chrysomelidae"
"15346","23/02/11",309,"LF","Leiodidae"
"15347","08/11/11",309,"LF","Scarabaeidae"
"15348","08/11/11",309,"LF","Curculionidae"
"15349","23/02/11",309,"LF1","Staphylinidae"
"15350","23/02/11",309,"LF1","Staphylinidae"
"15351","23/02/11",309,"LF1","Staphylinidae"
"15352","23/02/11",309,"LF1","Staphylinidae"
"15353","23/02/11",309,"LF1","Staphylinidae"
"15354","23/02/11",309,"LF1","Staphylinidae"
"15355","23/02/11",309,"LF1","Staphylinidae"
"15356","08/11/11",309,"LF1","Staphylinidae"
"15357","08/11/11",309,"LF1","Staphylinidae"
"15358","08/11/11",309,"LF1","Staphylinidae"
"15359","08/11/11",309,"LF1","Staphylinidae"
"15360","08/11/11",309,"LF1","Staphylinidae"
"15361","08/11/11",309,"LF1","Staphylinidae"
"15362","08/11/11",309,"LF1","Staphylinidae"
"15363","08/11/11",309,"LF1","Staphylinidae"
"15364","29/07/12",309,"LF1","Staphylinidae"
"15365","29/07/12",309,"LF1","Staphylinidae"
"15366","29/07/12",309,"LF1","Staphylinidae"
"15367","29/07/12",309,"LF1","Staphylinidae"
"15368","29/07/12",309,"LF1","Staphylinidae"
"15369","29/07/12",310,"LF","Biphyllidae"
"15370","29/07/12",310,"LF","Curculionidae"
"15371","08/11/11",310,"LF","Brentidae"
"15372","08/11/11",310,"LF","Curculionidae"
"15373","08/11/11",310,"LF","Curculionidae"
"15374","08/11/11",310,"LF","Curculionidae"
"15375","08/11/11",310,"LF","Hydrophilidae"
"15376","22/02/11",310,"LF","Curculionidae"
"15377","22/02/11",310,"LF","Curculionidae"
"15378","22/02/11",310,"LF","Curculionidae"
"15379","22/02/11",310,"LF","Curculionidae"
"15380","22/02/11",310,"LF","Curculionidae"
"15381","22/02/11",310,"LF","Curculionidae"
"15382","22/02/11",310,"LF","Curculionidae"
"15383","22/02/11",310,"LF","Curculionidae"
"15384","22/02/11",310,"LF","Curculionidae"
"15385","22/02/11",310,"LF","Curculionidae"
"15386","22/02/11",310,"LF","Curculionidae"
"15387","22/02/11",310,"LF","Curculionidae"
"15388","22/02/11",310,"LF","Curculionidae"
"15389","22/02/11",310,"LF","Curculionidae"
"15390","22/02/11",310,"LF","Curculionidae"
"15391","22/02/11",310,"LF","Curculionidae"
"15392","22/02/11",310,"LF","Curculionidae"
"15393","22/02/11",310,"LF","Curculionidae"
"15394","22/02/11",310,"LF","Curculionidae"
"15395","22/02/11",310,"LF","Curculionidae"
"15396","22/02/11",310,"LF","Biphyllidae"
"15397","22/02/11",310,"LF","Biphyllidae"
"15398","22/02/11",310,"LF","Biphyllidae"
"15399","22/02/11",310,"LF","Biphyllidae"
"15400","22/02/11",310,"LF","Staphylinidae"
"15401","22/02/11",310,"LF","Staphylinidae"
"15402","22/02/11",310,"LF","Staphylinidae"
"15403","22/02/11",310,"LF","Staphylinidae"
"15404","22/02/11",310,"LF","Staphylinidae"
"15405","22/02/11",310,"LF","Clambidae"
"15406","08/11/11",310,"LF","Curculionidae"
"15407","22/02/11",310,"LF","Curculionidae"
"15408","22/02/11",310,"LF1","Staphylinidae"
"15409","22/02/11",310,"LF1","Staphylinidae"
"15410","22/02/11",310,"LF1","Staphylinidae"
"15411","22/02/11",310,"LF1","Staphylinidae"
"15412","22/02/11",310,"LF1","Staphylinidae"
"15413","22/02/11",310,"LF1","Staphylinidae"
"15414","22/02/11",310,"LF1","Staphylinidae"
"15415","22/02/11",310,"LF1","Staphylinidae"
"15416","22/02/11",310,"LF1","Staphylinidae"
"15417","22/02/11",310,"LF1","Staphylinidae"
"15418","22/02/11",310,"LF1","Staphylinidae"
"15419","22/02/11",310,"LF1","Staphylinidae"
"15420","22/02/11",310,"LF1","Staphylinidae"
"15421","22/02/11",310,"LF1","Staphylinidae"
"15422","22/02/11",310,"LF1","Staphylinidae"
"15423","22/02/11",310,"LF1","Staphylinidae"
"15424","22/02/11",310,"LF1","Staphylinidae"
"15425","22/02/11",310,"LF1","Staphylinidae"
"15426","22/02/11",310,"LF1","Staphylinidae"
"15427","22/02/11",310,"LF1","Staphylinidae"
"15428","22/02/11",310,"LF1","Staphylinidae"
"15429","22/02/11",310,"LF1","Staphylinidae"
"15430","22/02/11",310,"LF1","Staphylinidae"
"15431","22/02/11",310,"LF1","Staphylinidae"
"15432","08/11/11",310,"LF1","Staphylinidae"
"15433","08/11/11",310,"LF1","Staphylinidae"
"15434","08/11/11",310,"LF1","Staphylinidae"
"15435","08/11/11",310,"LF1","Staphylinidae"
"15436","08/11/11",310,"LF1","Staphylinidae"
"15437","08/11/11",310,"LF1","Staphylinidae"
"15438","08/11/11",310,"LF1","Staphylinidae"
"15439","08/11/11",310,"LF1","Staphylinidae"
"15440","08/11/11",310,"LF1","Staphylinidae"
"15441","08/11/11",310,"LF1","Staphylinidae"
"15442","08/11/11",310,"LF1","Staphylinidae"
"15443","08/11/11",310,"LF1","Staphylinidae"
"15444","08/11/11",310,"LF1","Staphylinidae"
"15445","08/11/11",310,"LF1","Staphylinidae"
"15446","29/07/12",310,"LF1","Staphylinidae"
"15447","29/07/12",310,"LF1","Staphylinidae"
"15448","29/07/12",310,"LF1","Staphylinidae"
"15449","29/07/12",310,"LF1","Staphylinidae"
"15450","29/07/12",311,"LF","Elateridae"
"15451","23/02/11",311,"LF","Curculionidae"
"15452","07/11/11",311,"LF","Scarabaeidae"
"15453","07/11/11",311,"LF","Carabidae"
"15454","07/11/11",311,"LF","Curculionidae"
"15455","07/11/11",311,"LF","Dytiscidae"
"15456","07/11/11",311,"LF","Leiodidae"
"15457","07/11/11",311,"LF","Phalacridae"
"15458","07/11/11",311,"LF","Curculionidae"
"15459","23/02/11",311,"LF","Staphylinidae"
"15460","23/02/11",311,"LF","Carabidae"
"15461","23/02/11",311,"LF","Laemophloeidae"
"15462","23/02/11",311,"LF","Scarabaeidae"
"15463","23/02/11",311,"LF","Scarabaeidae"
"15464","23/02/11",311,"LF","Scarabaeidae"
"15465","23/02/11",311,"LF","Curculionidae"
"15466","23/02/11",311,"LF","Curculionidae"
"15467","23/02/11",311,"LF","Zopheridae"
"15468","23/02/11",311,"LF","Staphylinidae"
"15469","23/02/11",311,"LF","Staphylinidae"
"15470","23/02/11",311,"LF","Staphylinidae"
"15471","23/02/11",311,"LF","Staphylinidae"
"15472","23/02/11",311,"LF","Staphylinidae"
"15473","23/02/11",311,"LF","Staphylinidae"
"15474","23/02/11",311,"LF","Staphylinidae"
"15475","23/02/11",311,"LF","Staphylinidae"
"15476","23/02/11",311,"LF","Staphylinidae"
"15477","23/02/11",311,"LF","Staphylinidae"
"15478","23/02/11",311,"LF","Staphylinidae"
"15479","23/02/11",311,"LF","Staphylinidae"
"15480","23/02/11",311,"LF","Staphylinidae"
"15481","23/02/11",311,"LF","Staphylinidae"
"15482","23/02/11",311,"LF","Staphylinidae"
"15483","23/02/11",311,"LF","Staphylinidae"
"15484","23/02/11",311,"LF","Staphylinidae"
"15485","23/02/11",311,"LF","Staphylinidae"
"15486","23/02/11",311,"LF","Staphylinidae"
"15487","23/02/11",311,"LF","Staphylinidae"
"15488","23/02/11",311,"LF","Staphylinidae"
"15489","23/02/11",311,"LF","Staphylinidae"
"15490","23/02/11",311,"LF","Staphylinidae"
"15491","23/02/11",311,"LF","Staphylinidae"
"15492","23/02/11",311,"LF","Staphylinidae"
"15493","23/02/11",311,"LF","Carabidae"
"15494","23/02/11",311,"LF","Curculionidae"
"15495","23/02/11",311,"LF","Curculionidae"
"15496","23/02/11",311,"LF","Curculionidae"
"15497","23/02/11",311,"LF","Curculionidae"
"15498","23/02/11",311,"LF","Curculionidae"
"15499","23/02/11",311,"LF","Biphyllidae"
"15500","23/02/11",311,"LF","Biphyllidae"
"15501","23/02/11",311,"LF","Biphyllidae"
"15502","23/02/11",311,"LF","Biphyllidae"
"15503","23/02/11",311,"LF","Staphylinidae"
"15504","23/02/11",311,"LF","Staphylinidae"
"15505","23/02/11",311,"LF1","Staphylinidae"
"15506","23/02/11",311,"LF1","Staphylinidae"
"15507","23/02/11",311,"LF1","Staphylinidae"
"15508","23/02/11",311,"LF1","Staphylinidae"
"15509","23/02/11",311,"LF1","Staphylinidae"
"15510","23/02/11",311,"LF1","Staphylinidae"
"15511","23/02/11",311,"LF1","Staphylinidae"
"15512","23/02/11",311,"LF1","Staphylinidae"
"15513","23/02/11",311,"LF1","Staphylinidae"
"15514","23/02/11",311,"LF1","Staphylinidae"
"15515","23/02/11",311,"LF1","Staphylinidae"
"15516","23/02/11",311,"LF1","Staphylinidae"
