Occasion ,Date,Trap ID,Species,N/R,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight (g),Gross Weight,Net Weight,Parasites,Fat Score,Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Fur Sample ID,Faecal Sample 1,Faecal Sample 2,Processor,Who Baited,Flagged
E1-1-2011-1,22/05/2011,E1-1-39A,WH,N,O417816F1C,SA,M,,27.2,17.65,10.95,,,,,19,65,46,54,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-29B,RS,N,O4178171A4,SA,F,,37.9,20.5,8.7,,,,,19,139,120,114,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-25A,SS,N,O41781722D,A,M,,25.7,16.1,14.2,,,,,19,70,51,38,,Right ear partially missing,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-11A,WH,N,O4178174CD,A,M,,29.1,18.1,16.95,,,,,25,78,53,15,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-29A,LTG,N,O417817575,A,M,,48.3,33.8,39,,,,,16,333,317,16,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-7B,MR,N,O4178176D4,A,M?,,33.7,10.5,38.2,,,,,17,165,148,15,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-37A,WH,N,O4178178OO,SA,M,,25.1,16,8.5,,,,,20,53,33,52,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-8B,LTG,N,O417818456,A,M,,44.8,24.2,32.7,,,,,24,279,255,21,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-14B,RS,N,O4178184FO,SA,F,,39.5,22.6,10.6,,,,,25,129,104,42,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-37B,RS,N,O41781875E,SA,F,,39,23.6,8.6,,,,,14,111,97,68,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-33A,RS,N,O4178188A4,SA,M?,,36.65,21.6,14.6,,,,,15,196,181,105,,Tail 1/2 cut off; DEAD,Y,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-7A,WH,N,O417818FOE,SA,M,,25.45,11.33,13.8,,,,,19,57,38,19,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-32B,WH,N,O41781952B,SA,M,,28,16.25,12.8,,,,,19,59,40,51,,Tail1/2 missing,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-31A,MR,N,O417819624,A,M,,38.1,19.7,27.2,,,,,15,184,169,5,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-33B,LTG,N,O41781976B,A,M,,45.8,25.4,37.25,,,,,14,315,301,3,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-16A,WH,N,O4178197B2,SA,F?,,26.25,16.75,10.65,,,,,40,79,39,20,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-5A,CBS,N,O417819C6F,A,F?,,25.4,16.6,8.1,,,,,16,79,63,60,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-3A,WH,N,O417819ECE,SA,M,,26.3,15.85,8.9,,,,,26,56,30,27,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-28B,WH,N,O41781A256,A,M,,26,17.9,17.05,,,,,19,63,44,60,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-13B,SS,N,O41781A471,A,M?,,27.15,16.85,7.5,,,,,24,64,40,12,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-4A,WH,N,O41781ADBD,SA,M,,26.7,16.5,11.95,,,,,27,63,36,6,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-34A,RS,N,O41781AFO6,SA,F,,41.2,23.5,11.5,,,,,19,134,115,96,,,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-45B,RS,N,O41781CE28,SA,F,,40.25,21.3,10.55,,,,,19,127,108,76,,Right ear torn,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-38A,RS,N,O41781D318,SA,M?,,39.9,21.4,14.1,,,,,15,130,115,77,,Tip of tail injured/left ear torn,,,,,,,,,
E1-1-2011-1,22/05/2011,E1-1-9B,RS,N,O4178746C6,A,F,,37.5,24.2,10.15,,,,,19,138,119,148,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-30A,WH,R,O4178157E3,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-27B,LTG,N,O41781586E,SA,F?,,43.4,25.7,20.4,,,,,19,285,266,16,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-31B,PR,N,O417816561,A,F,,22.8,13.9,7.1,,,,,18,51,33,6,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-20A,RS,N,O41781663D,A,F,,37.8,23.4,11.2,,,,,19,134,115,83,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-17B,RS,N,O4178169D9,SA,F?,,36.6,21.9,9.8,,,,,18,110,92,78,,,Y,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-22B,LTG,R,O417816C6D,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-14A,PR,N,O417817153,A,M,,23.8,18.1,31.8,,,,,20,69.5,49.5,75,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-27A,RS,R,O4178171A4,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-41B,RS,N,O417817312,A,F,,40.8,22.6,8.85,,,,,19,115,96,105,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-10A,WH,R,O4178174CD,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-7B,MR,R,O4178176D4,A,M?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-5A,LTG,N,O417817E8A,A,M,,43.4,25.6,36.8,,,,,19,334,315,42,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-30B,WH,N,O417818O89,SA,F,,26.5,17.2,9,,,,,18,58,40,58,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-31A,SS,N,O41781935A,SA,F,,26.9,18.8,11.2,,,,,19,82,63,52,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-32B,WH,R,O41781952B,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-17A,WH,N,O417819765,A,F,,25.5,18.9,9,,,,,19,68,49,48,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-34A,LTG,R,O41781976B,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-9B,WH,R,O4178197B2,SA,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-21A,WH,N,O417819B69,A,F,,25.6,15.9,7.5,,,,,18,54,36,42,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-17A,WH,N,O417819D94,A,F?,,25.9,18.05,7.9,,,,,20,68,48,88,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-48A,WH,N,O417819O6F,A,M,,28,17.6,11.5,,,,,19,62,43,85,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-14B,DTT,N,O41781A1DO,A,M,,26.3,16.6,21.5,,,,,19,94,75,26,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-25B,LSQ,N,O41781A7EA,A,F,,31.25,11.75,7.35,,,,,19,102,83,10,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-26A,SS,N,O41781A836,SA,M,,27,15.9,10.1,,,,,18,59,41,52,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-25A,RS,N,O41781AC98,A,M,,39.1,23.2,16.8,,,,,19,138,119,183,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-18A,MR,N,O41781ADD5,A,M,,41.3,20.2,31.1,,,,,19,228,109,45,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-29B,MR,N,O41782O783,A,M,,36.95,21.95,26.2,,,,,20,179,159,34,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-8B,RS,R,O4178746C6,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-2,23/05/2011,E1-1-37B,MR,N,O417O8513B,A,M,,40,20,30.6,,,,,23,274,251,22,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-16B,RS,N,O4178155O9,A,M,,42.1,20.95,18.95,,,,,19,139,120,106,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-48B,LTG,R,O4178159F9,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-10B,WH,N,O417815A5C,A,M,,25.8,16.1,14.4,,,,,20,56,36,54,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-2B,SS,N,O417815A82,A,M,,28.6,18.6,16.9,,,,,19,83,64,145,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-29B,PR,N,O417816461,A,F,,23.1,13.5,9.75,,,,,19,51,32,12,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-20B,RS,R,O41781663D,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-41A,RS,R,O417816BF1,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-41B,RS,R,O417816C9B,A,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-23A,MR,N,O417817223,A,F,,32,17,14.7,,,,,22,133,111,14,,Kink in tail,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-10A,WH,R,O4178174CD,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-38A,LTG,R,O417817575,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-47A,WH,N,O417817859,A,M,,26.3,17.6,12.3,,,,,20,55,35,31,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-13B,WH,N,O4178178EB,SA,F,,25.4,15.5,9.1,,,,,19,59,40,114,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-36A,WH,R,O4178178OO,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-22A,WH,N,O417817E9D,A,F,,26.2,17.7,8.65,,,,,30,63,33,8,,Missing tail tip,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-12B,LTG,R,O417818456,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-14B,RS,R,O4178184FO,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-44B,WH,N,O417818778,A,M,,25.8,16.65,13.35,,,,,21,63,42,42,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-43A,WH,N,O417818891,A,M,,27.45,17.7,14.3,,,,,19,73,54,113,,"Only base of tail remaining, old wound",,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-32B,WH,N,O4178188D7,A,F,,26.45,15.25,7.65,,,,,19,59,40,39,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-30A,WH,R,O417818O89,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-14A,RR,N,O417819361,A,M,,34.3,18.5,25.4,,,,,19,130,111,13,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-17A,WH,R,O41781952B,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-34B,LTG,R,O41781976B,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-42A,PR,N,O417819B1D,A,M,,24.2,15.1,27.2,,,,,19,60,41,17,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-20A,WH,R,O417819B69,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-3B,WH,R,O417819ECE,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-37A,DTT,N,O41781A769,A,F,,26.7,17.7,9.2,,,,,19,69,50,49,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-23B,WH,N,O41781AB2A,A,M,,27.1,17.1,13.1,,,,,23,67,44,47,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-25B,RS,R,O41781AC98,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-6A,RR,N,O41781AD58,A,F,,33.75,17.25,9.45,,,,,20,104,84,2,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-43B,RS,R,O41781CE28,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-5B,RS,N,O41781D611,A,F,,38.4,21.9,10.35,,,,,20,130,110,116,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-2A,SS,N,O41781FC2B,A,M?,,25.75,16.5,10.35,,,,,20,89,69,77,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-7A,RS,R,O4178746C6,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-3,24/05/2011,E1-1-26B,RR,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCAPED
E1-1-2011-4,25/05/2011,E1-1-30A,WH,R,O4178157E3,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-26B,LTG,R,O41781586E,SA,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-9B,MR,N,O417815D6D,A,M,,40.8,22,29.9,,,,,19,219,200,47,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-25A,RR,N,O4178164E6,SA,F,,32.9,17.8,13.5,,,,,20,85,65,16,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-1A,MR,R,O4178164OC,A,F,,40.6,20.5,17.1,,,,,19,190,171,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-20A,RS,R,O41781663D,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-12B,LTG,R,O417816C6D,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-40B,PR,N,O417816D52,A,M,Large testes,23.4,16.2,21.5,,,,,21,67,46,12,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-39A,PR,N,O4178171B4,A,F,,20.5,16.6,9.4,,,,,19,52,33,7,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-41B,RS,R,O417817312,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-37B,LTG,R,O417817575,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-29A,SS,N,O417817641,A,F,,27.5,19.6,13.1,,,,,19,78,59,71,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-27B,LTG,R,O417817E8A,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-1B,LTG,R,O417818456,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-14B,RS,R,O4178184FO,SA,F,,,,,,,,,,,,,,Tail injured in 2 places,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-44B,RS,R,O41781875E,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-46B,DTT,N,O417818B18,A,M,,26.1,16.9,19.5,,,,,22,87,65,21,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-36A,LSQ,N,O417818CA2,A,F,,31,12.8,5.1,,,,,21,107,86,11,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-33B,SS,R,O41781935A,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-25B,MR,R,O417819624,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-32B,LTG,R,O41781976B,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-34A,WH,N,O41781995C,A,M?,,26.1,16.7,12,,,,,46,85,39,50,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-18A,RR,N,O417819F82,SA,F,,32.4,18.9,10.5,,,,,19,80,61,12,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-7B,LTG,N,O417819FFB,A,F,,47.6,23.9,19.35,,,,,20,348,328,21,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-48B,WH,R,O417819O6F,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-31B,PR,N,O41781A289,A,M,,24,15.7,22.15,,,,,21,65,44,28,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-34B,RS,R,O41781AFO6,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-33A,WH,N,O41781BOFA,A,F,,25.7,15.85,7.35,,,,,22,64,42,59,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-46A,RS,R,O41781CE28,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-45B,PR,N,O41781E32O,A,F,,23.1,16.7,10.9,,,,,19,55,36,17,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-22B,MR,R,O41782O783,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-4,25/05/2011,E1-1-35A,MR,R,O417O8513B,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-24B,RS,R,O4178155O9,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-27B,LTG,R,O41781586E,SA,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-47B,LGTRS,N,O417815EA5,A,F,,42.42,14.7,9.3,,,,39.1,19,192,173,2,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-30A,PR,R,O417816461,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-20B,RS,R,O41781663D,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-41B,RS,R,O417816BF1,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-46B,RS,R,O417816C9B,A,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-18A,PR,R,O417817153,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-15B,LGTRS,N,O41781739E,SA,M,,44.2,17.8,15.3,,,,38.6,19,182,163,8,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-29B,SS,R,O417817641,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-37A,RS,N,O4178177BF,A,M?,,37.4,22.35,16.9,,,,,19,129,110,98,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-47A,WH,R,O417817859,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-37B,WH,R,O4178178OO,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-27A,LTG,R,O417817E8A,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-24A,WH,R,O417817E9D,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-19A,LGTRS,N,O417818298,A,M,,44.35,14.45,11.7,,,,,45,232,187,5,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-9B,RR,N,O4178182BF,A,M,,35.9,20.2,39.5,,,,,19,145,126,4,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-11B,RS,R,O4178184FO,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-45A,RS,R,O41781875E,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-43A,WH,R,O417818891,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-32A,WH,R,O4178188D7,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-31A,LGTRS,N,O417818E2E,A,M,,44.3,14.15,12.05,,,,,20,204,184,9,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-1A,WH,R,O417818FOE,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-29A,WH,R,O417818O89,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-34B,SS,R,O41781935A,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-36B,LSQ,N,O4178194OB,A,M,,31.3,13.1,17.4,,,,,19,94,75,1,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-26B,MR,R,O417819624,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-16A,WH,R,O4178197B2,SA,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-1B,RS,N,O41781982D,SA,M?,,38.8,21.9,17.3,,,,,20,112,92,203,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-20A,WH,R,O417819B69,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-5B,CBS,R,O417819C6F,A,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-6A,MR,N,O41781A111,A,M,,40.2,19.4,26.5,,,,,19,199,180,27,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-14A,DTT,R,O41781A1DO,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-25A,RS,R,O41781AC98,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-21A,RR,R,O41781AD58,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-13A,MR,R,O41781ADD5,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-33A,RS,R,O41781AFO6,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-40A,WH,R,O41781BOFA,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-31B,LGTRS,N,O41781CE1D,A,F,,44.7,12.9,6.1,,,,,19,185,166,6,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-44B,RS,R,O41781CE28,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-38A,RS,R,O41781D318,SA,M?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-12A,RS,R,O41781D611,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-28B,LGTRS,N,O41781F861,A,M,,44.8,19.4,20,,,,40.1,19,225,206,1,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-14B,SS,R,O41781FC2B,A,M?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-5,26/05/2011,E1-1-8B,RS,R,O4178746C6,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-17B,RS,R,O4178155O9,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-22A,LTG,R,O41781586E,SA,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-40B,LTG,R,O4178159F9,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-16A,MR,R,O417815D6D,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-12B,LTG,N,O4178163BA,A,M,,37.3,25.2,34.8,,,,,19,310,291,18,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-1A,MR,R,O4178164OC,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-40A,RS,R,O4178168C2,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-36B,LTG,N,O417816A2F,A,M,,44.5,23.1,31.9,,,,,19,297,278,30,,"Head wound, glue surgery",,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-48B,RS,R,O417816BF1,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-27B,LTG,R,O417816C6D,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-47A,RS,R,O417816C9B,A,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-47B,RR,N,O417816F59,A,F,,33.55,18.7,19.8,,,,,19,155,136,7,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-25A,SS,R,O41781722D,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-43A,LTG,R,O417817575,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-13A,WH,R,O4178178EB,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-28B,LTG,R,O417817E8A,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-11B,RS,N,O417817OO4,A,F?,,38.1,21.55,10.4,,,,,19,108,89,239,,Tail end missing,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-4B,LTG,R,O417818456,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-3B,LTG,N,O4178184BF,A,M,,44.95,22.65,28.7,,,,,19,281,262,25,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-30B,WH,R,O417818O89,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-9B,RS,N,O4178192O7,A,F,,36.6,21.2,11.1,,,,,19,120,101,73,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-17A,MR,R,O417819624,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-33A,LTG,R,O41781976B,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-24A,RS,N,O417819B32,A,F,,39.1,22.55,12.7,,,,,19,133,114,166,,,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-13B,RS,N,O417819BD4,A,M?,,38.15,21.55,18.75,,,,,19,123,104,76,,Tail cut off,,,,,,,,,
E1-1-2011-6,27/05/2011,E1-1-3A,CBS,R,O417819C6F,A,F?,,,,,,,,,,,,,,Fresh cut around back leg - probably caused by trap,,,,,,,,,
