Occasion,Date,Trap,Species (LSQ: Low's Squirrel; RBSSQ: Red-bellied Scultor Squirrel; SS: Small Spiny; MR: Muller's; CBS: Chesnut-Bellied Spiny; LETRS: Lesser Treeshrew; STRS: Slender Treeshrew; LGTRS: Large Treeshrew),N or R,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight,Gross Weight,Net Weight,Parasites (number of ectoparasites visible with naked eye),Body Fat,Injuries ,Dead?,Tissue Sample ID,Parasite Sample,Fur sample,Faecal Sample 1,Faecal Sample 2,Processor,Who Baited,Other Notes
D100-1-2014-2,07/02/2014,D100-1-2A,RS,N,O417BD74DO,A,F,Perforate,39.35,22.9,9.85,,,,,19,135,116,87,,,,1006,272,107,,,Jess,Jack,Collar right across neck and clear ankle bands. Also had small patch of reddish-brown fur on underside of left hindlimb.
D100-1-2014-2,07/02/2014,D100-1-9A,SS,R,O417BD9OBC,A,M,,,,,,,,,,,,,,,,,,,,,Jack,Jack,
D100-1-2014-3,08/02/2014,D100-1-28A,RS,N,O4178C4C83,A,M,testes very large,43.6,24.7,24.3,,,,,19,178,159,79,,,,1007,273,108,,,Jack,Jess,very bright collar extending across chest. Very bright orange individual
D100-1-2014-3,08/02/2014,D100-1-14A,WH,R,O4178C5E5E,A,F,,,,,,,,,,,,,,,,,,,,,Jack,Jack,
D100-1-2014-3,08/02/2014,D100-1-4B,RS,N,O417BD622C,A,F,mammae visible but no obvious hole,36.3,24.4,11.75,,,,,19,136,117,81,,,,1009,275,110,,,Jack,Alex,Collar only under armpits
D100-1-2014-3,08/02/2014,D100-1-12B,RS,N,O417BD6F58,SA,F,Unperforated and no mammae visible,35.6,20.55,8.95,,,,,18,87,69,143,,,,1010,276,111,,,Jess,Alex,Loads of parasites! Dirty Gerty.
D100-1-2014-3,08/02/2014,D100-1-23B,SS,R,O417BD7D53,SA,M,,,,,,,,,,,,,,,,,,,,,Jack,Jack,
D100-1-2014-3,08/02/2014,D100-1-40B,RS,N,O417BD8986,SA,F,Unperforated,38.2,25.05,10.01,,,,,18,104,86,35,,,,1008,274,109,,,Jess,Melvin,
D100-1-2014-3,08/02/2014,D100-1-34B,RS,R,O417BD9224,SA,F,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-3,08/02/2014,D100-1-1A,RS,R,O417BD95AF,A,M,,,,,,,,,,,,,,,,,,,,,Jack,Alex,
D100-1-2014-3,08/02/2014,D100-1-39A,RS,R,O41868F8AC,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,Melvin,
D100-1-2014-4,09/02/2014,D100-1-29B,SLTRS,N,NewDead17,A,F,"hard to say, no obvious mammae",38.3,,,,,,25.9,,,,,,,Y,,,,,,Jack,Jack,"The tree shrew was dead in  the trap covered in ants. The only measurements that could be perfromed were muzzel and hind foot. The HF makles it Slender. Rigor mortis made the others not possible, and the tail was chopped short. Upperparts dark with olive flecking, underparts buff. Cream pale shoulder stripe."
D100-1-2014-4,09/02/2014,D100-1-19A,WH,N,O4178C5A61,A,M,Testes and epididymal pouch obvious,27.2,16.85,14.9,,,,,19,65,46,32,,,,1012,278,113,,,Jess,Alex,
D100-1-2014-4,09/02/2014,D100-1-26A,WH,N,O4178C6512,SA,F,Unperforated,26.1,18.05,7.4,,,,,19,64,45,50,,,,1014,280,115,,,Jess,Jack,Adult colouration and spines on uppers
D100-1-2014-4,09/02/2014,D100-1-13A,RS,R,O417BD6F58,SA,F,,,,,,,,,,,,,,,,,,,,,Jack,Alex,
D100-1-2014-4,09/02/2014,D100-1-12A,SS,R,O417BD7D53,SA,M,,,,,,,,,,,,,,Small scrape on top of nose,,,,,,,Jess,Melvin,
D100-1-2014-4,09/02/2014,D100-1-38B,CTRS,R,O417BD8274,A,F,,,,,,,,,,,,,,large gash at the top of front right leg. ,,,,,,,,Jess,
D100-1-2014-4,09/02/2014,D100-1-30B,RS,R,O417BD9224,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Jack,
D100-1-2014-4,09/02/2014,D100-1-47B,SS,N,O417BD9F22,SA,F,imperforate and no mammae visible,26.7,19.4,18.9,,,,,19,56,37,30,,,,1013,279,114,,,Jack,Jess,
D100-1-2014-4,09/02/2014,D100-1-10A,SS,R,O417BDA395,A,M?,,,,,,,,,,,,,,Tail is only a tiny stump - old wound.,,,,,,,Jess,Melvin,
D100-1-2014-4,09/02/2014,D100-1-41A,LGTRS,R,O417BDAFEB,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
D100-1-2014-4,09/02/2014,D100-1-44A,RS,R,O41868F8AC,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
D100-1-2014-4,09/02/2014,D100-1-26B,LTG,N,O41868F96A,A,F,perforated- very large hole,47.4,26.3,22.5,,,,,19,297,278,5,,,,1011,277,112,,,Jack,Jack,"very long tail, grey bases to the fur inc. hairy tail tip. "
D100-1-2014-5,10/02/2014,D100-1-40B,LGTRS,R,O41781882E,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Jack,
D100-1-2014-5,10/02/2014,D100-1-23A,RS,N,O4178C4729,A,M,testes visible,41.7,29.95,28.3,,,,,19,185,166,146,,,,1015,281,116,,,Jack,Melvin,
D100-1-2014-5,10/02/2014,D100-1-28A,RS,R,O4178C4C83,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Alex,
D100-1-2014-5,10/02/2014,D100-1-19A,WH,R,O4178C5A61,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Melvin,
D100-1-2014-5,10/02/2014,D100-1-13B,WH,R,O4178C5E5E,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Melvin,
D100-1-2014-5,10/02/2014,D100-1-3A,LTG,N,O4178C6AD5,A,M,Giant testes and epididymal pouch (extended a further 27.4mm beyond the genito-anus measurement),48.1,27.9,42.6,,,,,18,340,322,4,,Had to chop half of the tail off as it had become caught in the trap spring - many thanks to Surgeon Thorley who prevailed despite the ever-useless fur clip scissors,,1017,283,118,,,Jess,Jess,
D100-1-2014-5,10/02/2014,D100-1-4B,RS,R,O417BD622C,A,F,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-5,10/02/2014,D100-1-1B,RS,R,O417BD74DO,A,F,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-5,10/02/2014,D100-1-12A,SS,R,O417BD7D53,SA,M,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-5,10/02/2014,D100-1-40A,RS,R,O417BD8986,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Jack,
D100-1-2014-5,10/02/2014,D100-1-30B,RS,R,O417BD9224,SA,F,,,,,,,,,,,,,,Nose scraped,,,,,,,Jess,Alex,
D100-1-2014-5,10/02/2014,D100-1-11B,RS,R,O417BD95AF,A,M,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-5,10/02/2014,D100-1-6A,DTT,N,O417BD9934,A,F,Perforated.,25.2,17.25,8.4,,,,,18,69,51,5,,,,1016,282,117,,,Jess,Jess,"When processing, noticed individual had a strange pale pinky-white protrusion from vagina. At first thought it was some sort of weird double nubbin going on but turned out to be an ejection of a spongey pellet, about the same size as a poo would be but definitely not from anus. Distinctively disgusting but have photos should scientific curiosity get the better of you. Also note that the only parasites found were the very tiny variety, and not many of them."
D100-1-2014-5,10/02/2014,D100-1-10B,SS,R,O417BDA395,A,M?,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-6,11/02/2014,D100-1-24B,LGTRS,R,O41781882E,A,M,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-6,11/02/2014,D100-1-41B,SS,N,O4178C39A8,SA,M,Swelling where testes and epididymal pouch are developing,27.9,18.95,12.2,,,,,18,88,70,41,,,,1018,284,119,,,Jess,Alex,Categorised as sub-adult because testes and epidid not yet fully developed - seemed to be adult size and colouration. Also (from this individual and others) this species seem to be quite hefty around the neck/shoulder area - noticeable when you have them in ringer's grip.
D100-1-2014-6,11/02/2014,D100-1-19A,WH,R,O4178C5A61,A,M,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-6,11/02/2014,D100-1-37A,WH,R,O4178C5D51,J,M?,,,,,,,,,,,,,,,,,,,,,Jess,Alex,"The mystery juve is back! Took the opportunity to examine again (have more pics). I think it looks most like a WH in terms of face, panda-ish eyes and grey underfur but hard to be certain. Book unhelpful as SS and WH hindfoot measurement ranges overlap. HB 88.7 and T 81.6 just in case that is somehow helpful (don't really see how given that it's a juvey but can't hurt to try ay). EDIT by Ollie: Have locked this down as WH rather than ""WH?""."
D100-1-2014-6,11/02/2014,D100-1-3A,RS,R,O417BD622C,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Jack,
D100-1-2014-6,11/02/2014,D100-1-13A,RS,R,O417BD6F58,SA,F,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-6,11/02/2014,D100-1-1A,RS,R,O417BD74DO,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Jack,
D100-1-2014-6,11/02/2014,D100-1-5B,RS,R,O417BD95AF,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Jack,
D100-1-2014-6,11/02/2014,D100-1-23A,LTG,R,O41868F96A,A,F,,,,,,,,,,,,,,,,,,,,,Jack,Jess,
D100-1-2014-7,12/02/2014,D100-1-44B,LGTRS,R,O41781882E,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Melvin,
D100-1-2014-7,12/02/2014,D100-1-28A,RS,R,O4178C4C83,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
D100-1-2014-7,12/02/2014,D100-1-13A,RS,R,O417BD6F58,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Jack,Well this is one trap happy little Sheila!
D100-1-2014-7,12/02/2014,D100-1-33B,RS,R,O417BD8986,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
D100-1-2014-7,12/02/2014,D100-1-23B,RS,R,O417BD9224,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Jack,
D100-1-2014-7,12/02/2014,D100-1-41A,RS,R,O41868F8AC,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,Melvin,
D100-1-2014-7,12/02/2014,D100-1-26A,LTG,R,O41868F96A,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
D100-2-2014-1,19/07/2014,D100-2-14B,SS,N,O41868FO48,SA,M,Start of balls visible as pinkish swelling.,26.1,17.3,13.3,,,,,16,83,67,51,,,,2045,392,257,,,Jess,Nano & Jess,"Uppers dull brown, flanks had strip of buffy orange and unders off-white. Pale buffy streak mid-vent. Bristly spines on uppers, unders also spiny. Small eyes, Maxomys tail. Colouration fits what would expect for SS and HF within range (25-28 vs 29-35 for CBS)."
D100-2-2014-2,20/07/2014,D100-2-4B,RS,N,O41868C329,A,F,Perforated and mammae visible. Possibly pregnant as lower half of belly seemed swollen.,38.2,24.8,11.4,,,,,16,178,162,120,,,,2046,393,259,,,Jess,Alex,"Collar very thin, extended some way across neck but did not meet in the middle."
D100-2-2014-2,20/07/2014,D100-2-5A,SLTRS,N,O41868D264,A,F,Perforated and mammae visible.,36.7,,,141.6,182.3,,26.45,16,86,70,0,,Scrape on tip of muzzle and small bare patch of skin further up muzzle.,,,,258,,,Jess,Alex,"Thin, pale shoulder stripe.  Took HF measurement 3 times, it is just outside that of Slender, but closer to Slender range than Lesser range (37-43 and 29-34 respectively). HB and T measurements both within range for Slender and tail is 128% length of HB, which is inside SL range and just outside of LE range (115-135% and 115-125% respectively - all ranges taken from Payne). Payne does not give ranges for MZ but from compiling SAFE data for all SLTRS and LETRS trapped so far, the ranges overlap but the MZ of this individual is only within range for SLTRS (22-27 vs 21-25 for LETRS)."
D100-2-2014-2,20/07/2014,D100-2-11A,MR,N,O41868F3D8,A,M,Balls and epididymal pouch obvious.,41.7,23,28.75,,,,,16,308,292,83,,,,2047,394,260,,,Jess,Alex,"Dorsum fur coarse and brown/grey speckled yellowy-buff, with thick, soft grey-brown underfur and long black guard hairs. Venter pale buff."
D100-2-2014-2,20/07/2014,D100-2-28B,DTT,N,O41868FC42,A,M,Balls and epididymal pouch obvious.,25.1,17.85,21.45,,,,,16,101,85,22,,,,2049,396,261,,,Jess,Sabri,Really obvious black guard hairs on dorsum. Tail tip also had obvious tuft. Unders didn't feel spiny (Payne states DTT have spiny unders but I wasn't sure so am checking any caught).
D100-2-2014-2,20/07/2014,D100-2-14A,SS,N,O41869O68F,A,F,Perforated and mammae visible.,26,19,12.5,,,,,16,87,71,65,,,,2048,395,,,,Jess,Alex,Lots of tiny parasites on fur of rump. No fur sample as too awake.
D100-2-2014-3,21/07/2014,D100-2-6B,SS,N,NewDead18,SA,F,"Not perforated, no mammae visible.",26.1,17.9,8,,,,,16,69,53,18,,,Y,2052,399,265,,,Jess,Jess,"Very subdued in trap and wouldn't come out for ages. Sabri said there had been loads of ants in the trap when he found it. Died just after removal from ether pot – maybe double whammy of ants and ether was too much for the poor little bugger. Really sorry love :( EDIT by ORW: Given it a tag number, based on species and date of death"
D100-2-2014-3,21/07/2014,D100-2-28B,CTRS,N,O41868F7EE,A,F,Perforated and mammae visible.,47,,,188.35,197.1,,35.7,16,193,177,0,,,,,,263,,,Jess,Alex,"Vent bright orange, especially around neck and chest."
D100-2-2014-3,21/07/2014,D100-2-4A,DTT,N,O41868FBAO,A,F,Perforated and mammae obvious. Think pregnant as lower belly seemed fat and mammae were very swollen.,26.1,18.3,11.2,,,,,16,107,91,22,,Tip of tail missing but old injury.,,2053,400,266,,,Jess,Jess,Unders didn't feel spiny (Payne states DTT have spiny unders but I wasn't sure so am checking any caught).
D100-2-2014-3,21/07/2014,D100-2-8B,RS,N,O41869O72D,A,F,Perforated and mammae obvious. Think pregnant as lower belly appeared swollen.,40,25.75,15.2,,,,,16,182,166,118,,,,2051,398,264,,,Jess,Jess,Pale tail tip.  
D100-2-2014-3,21/07/2014,D100-2-4B,RS,N,O41869O8B6,A,M,Balls and epididymal pouch large.,40.1,24.9,25.7,,,,,16,202,186,88,,,,2050,397,262,,,Jess,Jess,Pale tail tip. Collar thin and did not join but had a separate patch of reddish fur in the middle of neck.
D100-2-2014-3,21/07/2014,D100-2-27A,WH,N,O41869OD11,A,F,Perforated and mammae visible.,26.15,18.5,13.5,,,,,16,75,59,22,,,,2054,401,267,,,Jess,Alex,
D100-2-2014-4,22/07/2014,D100-2-12A,MR,N,O416DA434C,A,F,Perforated and mammae obvious. Think pregnant as lower belly appeared swollen.,39.1,21.75,16.6,,,,,16,231,215,8,,,,2055,402,,,,Sabri/Jess,Sabri,"Too awake for fur sample. Could this be the Mrs of Mr Muller's Rat in 12A? Both were calling a lot in the traps, which I haven't heard before from this species."
D100-2-2014-4,22/07/2014,D100-2-19B,DTT,N,O41868E143,A,F,Perforated and mammae obvious.  ,26.1,16.2,8.1,,,,,16,76,60,3,,,Y,2058,405,270,,,Sabri/Jess,Jess,"Again, did not feel spiny on unders (contrary to Payne's assertions). Tail tuft quite fluffy.  Died after transferring to bag to weight - not sure what happened as she was fine coming out the ether pot and during the rest of processing although Sabri said she wasn't moving very much."
D100-2-2014-4,22/07/2014,D100-2-20B,WH,N,O41869O564,A,M,Balls and epididymal pouch obvious.,26.3,19.8,19.4,,,,,16,68,52,17,,Tail tip lost but old wound.,,2057,404,269,,,Sabri/Jess,Jess,
D100-2-2014-4,22/07/2014,D100-2-14B,SS,R,O41869O68F,A,F,,,,,,,,,,,,,,,,,,,,,Sabri,Sabri,"First recap of the week, woo hoo!"
D100-2-2014-4,22/07/2014,D100-2-10B,MR,N,O41869O732,A,M,Balls obvious,39.1,20.08,31.5,,,,,16,257,241,28,,,,2056,403,268,,,Sabri/Jess,Sabri,
D100-2-2014-5,23/07/2014,D100-2-4B,RS,R,O41868C329,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Zinin,
D100-2-2014-5,23/07/2014,D100-2-31A,WH,N,O41868DAO1,A,M,Balls and epididymal pouch obvious.,25.9,18.2,18.2,,,,,16,76,60,41,,,,2059,406,272,,,Jess,Sabri,Vent pale orange with slightly darker orange streak along the middle. Had many tiny parasites still attached to fur of dorsum after ether pot (now safely stashed in Eppendorf). Also had 3 large-ish ticks in parasite sample from ether pot – I haven't often seen this (usually if present they are still attached to the animal).
D100-2-2014-5,23/07/2014,D100-2-17A,SS,N,O41868E139,A,F,Perforated and mammae visible.,26,18.35,11.05,,,,,16,85,69,65,,,,2060,407,,,,Jess,Sabri,Too awake for fur sample. Very orange unders and no clear demarcation between dorsum and venter colouration – looked more like what you would expect for CBS but HF well within SS range (SS 25-28; CBS 29-35). Have photos.
D100-2-2014-5,23/07/2014,D100-2-28B,CTRS,N,O41868F8E5,A,M,Penis and balls obvious although balls did not appear as swollen as some individuals.,46.9,,,191.45,183.18,,37.75,16,179,163,0,,Scrape on top of muzzle.,,,,271,,,Jess,Sabri,Maybe husband of Mrs Common Treeshrew who was in the same trap on 21st July? Had a patch of slightly discoloured skin/fur on underside of neck (as seen in some treeshrews in the E100s. Fur there was a bit matted.
D100-2-2014-5,23/07/2014,D100-2-23B,WH,R,O41869O564,A,M,,,,,,,,,,,,,,,,,,,,,Alex,Sabri,
D100-2-2014-5,23/07/2014,D100-2-25A,WH,R,O41869OD11,A,F,,,,,,,,,,,,,,,,,,,,,Alex,Sabri,
D100-2-2014-6,24/07/2014,D100-2-28B,MR,R,O416DA434C,A,F,,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Johnlee,
D100-2-2014-6,24/07/2014,D100-2-40A,WH,N,O41868BDD5,A,M,Balls and epididymal pouch obvious.,26.25,20,19,,,,,16,73,57,30,,Tail tip lost but old wound.,,2063,410,275,,,Jess,Johnlee,Most of the parasites were large with long legs – not commonly seen.
D100-2-2014-6,24/07/2014,D100-2-18B,SS,N,O41868D962,SA,M,Start of balls visible as pinkish swelling.,26.2,20,14.2,,,,,16,79,63,25,,,,2062,409,274,,,Jess,Johnlee,HF within SS range (25-28 vs 29-35 for CBS) but quite bright colouration: flanks pale orange and venter pale orangey-white
D100-2-2014-6,24/07/2014,D100-2-20A,RS,N,O41868DC2F,J,F,"Not perforated and no mammae, but small bare patch underneath nubbin with slight line/parting in fur extending from this patch to anus – as seen in sub-adult females.",31.75,22.5,5.95,,,,,16,58,42,25,,,,2064,411,,,,Jess,Johnlee,"Moved 1m after releasing rat re ants. Very small but with notably large hind feet and ears and big, black eyes. Dorsum pale greyish-brown speckled buffy-orange and flanks and on head. Venter white with a streak of brighter white along the middle. Grey underfur on dorsum but not on venter. Fur soft and without any spines. Had collar on underside of neck which joined in the middle. Also had faint ankle bands – hard to see at first but clearer in photos. Maxomys tail with pale tip. Smallest juvey RS/BS I've seen (smaller and looked much younger than the young BS trapped at OG3 in Nov 2013) but fairly confident on ID – have photos to check. Did not take fur sample as fur was very short."
D100-2-2014-6,24/07/2014,D100-2-29B,SS,N,O41868E1O2,A,F,Perforated and mammae visible.,25.15,19.2,12.25,,,,,16,87,71,35,,,,2061,408,273,,,Jess,Johnlee,HF within SS range (25-28 vs 29-35 for CBS) although venter pale orange.
D100-2-2014-6,24/07/2014,D100-2-4A,DTT,R,O41868FBAO,A,F,,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Jess,
D100-2-2014-6,24/07/2014,D100-2-5B,SS,R,O41868FO48,SA,M,,,,,,,,,,,,,,,,,,,,,,Jess,
D100-2-2014-6,24/07/2014,D100-2-19A,WH,R,O41869O564,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Johnlee,Moved 1m re ants.
D100-2-2014-6,24/07/2014,D100-2-14A,SS,R,O41869O68F,A,F,,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Jess,
D100-2-2014-6,24/07/2014,D100-2-8B,RS,R,O41869O72D,A,F,,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Jess,
D100-2-2014-6,24/07/2014,D100-2-25A,WH,R,O41869OD11,A,F,,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Johnlee,
D100-2-2014-7,25/07/2014,D100-2-45B,RS,N,O41868D277,A,M,Balls and epididymal pouch obvious.,38.1,25.5,23.1,,,,,16,138,122,54,,,,2065,412,276,,,Jess,Sabri,Full and thick collar.
D100-2-2014-7,25/07/2014,D100-2-23B,WH,R,O41868DAO1,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
D100-2-2014-7,25/07/2014,D100-2-30B,WH,N,O41868F614,J,,,20.04,14.3,3.85,,,,,16,31,15,14,,,Y,2067,414,,,,Jess,Denny,"Dark grey uppers speckled buffy at the flanks and on head. Unders paler grey with a small buffy-orange patch mid-vent. Maxomys tail, big black eyes. Died while processing – had started to wake up and almost escaped so I put him back in the ether for only about 20 seconds – still breathing when came out but then just stopped. I am so sorry, totally my bad. God between me and the ants there won't be any bloody rats left on this grid :("
D100-2-2014-7,25/07/2014,D100-2-4B,RS,N,O41869O1O4,A,M,Balls and epididymal pouch obvious.,43.45,24.7,25.65,,,,,16,183,167,101,,,,2066,413,277,,,Jess,Alex,Collar full and thick. Had many tiny parasites on dorsum fur as well as the usual larger ones.
D100-2-2014-7,25/07/2014,D100-2-26B,WH,R,O41869OD11,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Denny,
D100-1-2015-1,19/05/2015,D100-1-9B,RS,R,O417BD74DO,A,F,,,,,,,,,,,,,,,,,,,,,Phil,Phil/Zosia,
D100-1-2015-1,19/05/2015,D100-1-7B,CTRS,R,O417D13OB3,SA,F,,,,,,,,,,,,,,,,,,,,,Phil,Phil/Zosia,
D100-1-2015-1,19/05/2015,D100-1-20B,RS,N,O417D14534,A,F,"Perf, mammae not visible.",38.8,22.8,14.2,,,,,20,128,108,27,,Slight cut to tail,,PT206,,,T2155,Z0019,Phil,Denny,"Collar, ankle bands and ptt. Was PP106 but got duplicated and mixed up, thrown away."
D100-1-2015-1,19/05/2015,D100-1-40B,RS,N,O417D16883,SA,M?,"No bare patch and possible beginning of testes, large AGD",40.25,23.8,23,,,,,20,144,124,38,,,,PT0207,PP0107,PF0100,,Z0020,Phil,Jess,"Collar, ankle bands and ptt"
D100-1-2015-1,19/05/2015,D100-1-37B,RS,N,O417D1747O,A?,M?,"Testes, but not overwhelmingly vast, may not be fully developed?",26,15.5,13.3,,,,,20,63,43,28,,,,PT0209,PP0109,PF0101,,Z0022,Phil,Jess,
D100-1-2015-1,19/05/2015,D100-1-11A,WH,N,O417D17533,SA,F,"Unperf,  bare patch visible",27.55,17.3,8.35,,,,,20,65,45,29,,,,PT0211,PP0111,,,,Phil,Phil/Zosia,Parasite sample appears to have since gone missing.
D100-1-2015-1,19/05/2015,D100-1-14A,LGTRS,N,O41868C62C,SA?,F?,"Think unperf, but hard to tell.  No obvious swelling.",43.2,,,195.15,190.7,97.7197027927235,40.5,20,207,187,4,,Scrape to nose.,,,PP114,,,,Phil,Denny,One tick in pot and three removed from ear
D100-1-2015-1,19/05/2015,D100-1-6A,RS,N,O41868C74O,A,F,"Perf, no mammae visible.",38.2,25.4,9.35,,,,,20,121,101,56,,,,PT0213,PP0113,,,Z0028,Phil,Phil/Zosia,
D100-1-2015-1,19/05/2015,D100-1-4A,WH,N,O41868D12O,SA,M,,26.1,16.4,13.6,,,,,,,,,,,,,,,,Z0030,Phil,Phil/Zosia,"Heavens opened and animal got drenched, so no samples or weight taken."
D100-1-2015-1,19/05/2015,D100-1-9A,RS,N,O41868E1F4,SA,F,"Unperf, bare patch visible.",36.9,27,11,,,,,20,114,94,75,,,,PT0212,PP0112,PF0103,T2212,Z0027,Phil,Phil/Zosia,
D100-1-2015-1,19/05/2015,D100-1-14B,WH,N,O41868EED4,SA,F,"Unperf, bare patch visible",26.85,14.9,8.6,,,,,20,59,39,18,,,,PT0210,PP0110,,T2080,Z0026,Phil,Denny,
D100-1-2015-1,19/05/2015,D100-1-23A,RS,N,O41868F6B9,SA,F,"Unperf, bare patch visible",38.9,23.6,8.9,,,,,20,119,99,45,,,,PT205,,,T2250,Z0024,Phil,Denny,"NOTE I HAD TO GUESS THE SAMPLE NUMBERS AGAIN AND PP105 OVERLAPS WITH OG2W AS WELL AS BEING DUPLICATED WITH 23A FOR SOME REASON.  NEEDS CHANGING! Ankle bands, collar, ptt."
D100-1-2015-1,19/05/2015,D100-1-2A,RS,N,O41868F762,SA,F?,"Didn't actually record age and sex for some reason, likely F from AGD",35.6,24.2,10.1,,,,,20,118,98,43,,,,PT0213A,,,,,Phil,Phil/Zosia,Due to numbering cock-up re-labelled from PT0214 (otherwise overlaps with 20/05)
D100-1-2015-1,19/05/2015,D100-1-11B,LSQ,N,O41868FA41,A,M,Testes developed.,34.65,,,142.35,101.65,71.4085001756235,,20,124,104,0,,,,,,PF0102,T2133,Z0023,Phil,Phil/Zosia,
D100-1-2015-1,19/05/2015,D100-1-38A,RS,N,O41868FD99,SA,M?,"No bare patch or swelling, middling AGD",39.85,24.5,15.9,,,,,20,136,116,52,,Scrapes to tail and right hind foot,,PT0208,PP0108,,T2172,Z0021,Phil,Jess,
D100-1-2015-2,20/05/2015,D100-1-8B,PR?,N,O417D15FDA,SA,F,"Unperf, bare patch visible",21.1,15.3,7.1,,,,,18,39,21,0,,,,PT0221,,,,Z0037,Jess,Phil/Zosia,"Dorsum grey, venter white with grey fur bases and faint buffy marks (collar and ventral streak). Slight buff speckling at flanks and side of head. Tail all dark, possibly faint tuft to end. Eyes and ears average-sized."
D100-1-2015-2,20/05/2015,D100-1-4B,WH,N,O417D161FC,SA,M,Testes developing,27.15,8.65,15.8,,,,,18,76,58,29,,,,PT0220,PP0120,,T2234,Z0036,Jess,Phil/Zosia,
D100-1-2015-2,20/05/2015,D100-1-37A,RS,R,O417D1747O,A?,M?,,,,,,,,,,,,,,,,,,,,,,Denny,
D100-1-2015-2,20/05/2015,D100-1-6A,RS,R,O41868C74O,A,F,,,,,,,,,,,,,,,,,,,,,,Phil/Zosia,
D100-1-2015-2,20/05/2015,D100-1-19A,RS,N,O41868D9FB,A,F,Perf.,39.1,25.85,10.8,,,,,19,119,100,20,,,,PT0216,PP0117,,,,Jess,Sabri,"Thick collar, pale tail tip."
D100-1-2015-2,20/05/2015,D100-1-40A,MR,N,O41868DDA4,A,F,Perf.,38,23.65,13.2,,,,,20,199,179,16,,"Tail missing tip, presumably caught in spring as severed end in trap.",,PT0214,,,T2258,Z0031,Phil,Denny,
D100-1-2015-2,20/05/2015,D100-1-2A,RS,N,O41868DFBC,SA,M,,40.3,25.6,18,,,,,18,124,106,36,,,,PT0219,PP0119,,,Z0035,Jess,Phil/Zosia,Trap 7m from point-this was Zosia and I yesterday in the rain…
D100-1-2015-2,20/05/2015,D100-1-41B,WH,N,O41868F3CD,A,F,Perf.,26.5,18.85,10.3,,,,,19,70,51,16,,"Tail missing tip, old wound",,PT0215,PP0116,PF0104,T2213,Z0032,Jess,Denny,Using 600g scales today as 300g sticking.
D100-1-2015-2,20/05/2015,D100-1-14A,DTT,N,O41868F5FC,A,M,Testes developed.,26.55,17.5,18.1,,,,,18,77,59,5,,,,PT0217,,PF0105,T2215,Z0033,Jess,Phil/Zosia,
D100-1-2015-2,20/05/2015,D100-1-1A,WH,N,O41869O38A,SA,M?,No bare patch but no sign of testes developing. Middling AGD,27.4,18.3,8.8,,,,,18,59,41,15,,,,PT0218,PP0118,,T2117,Z0034,Jess,Phil/Zosia,
D100-1-2015-3,21/05/2015,D100-1-21B,RS,R,O4178C4C83,A,M,,,,,,,,,,,,,,,,,,,,,Sabri,Phil/Zosia,
